"KEY","TEXT"
"aetherpower.statuseffect.minor.aetherpowerfixedmanarecovery.small.single.allies","每场战斗开始时，此英雄在{TURNS}回合内恢复少量法力。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.aetherpowergamble.single.allies","每场战斗开始时，此英雄获得{ATTACK}%攻击力与{ACCURACY}%精准度，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.aetherpowerhealmultiplier.single.allies","每场战斗开始时，此英雄获得的治疗量增加{HEALING}%，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.aetherpowerlifesteal.single.allies","每场战斗开始时，此英雄恢复相当于所造成普通伤害{LIFESTEAL}%的生命值，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.aetherpowermanagenerationmodifier.single.allies","每场战斗开始时，此英雄获得{MANAREGEN}%法力生成，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.aetherpowermummyreincarnation.single.allies","若此英雄在一场战斗的前5回合内阵亡，该英雄将作为木乃伊复活，并拥有{ATTACK}%攻击力与{DEFENSE}%防御。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.aetherpowerreceiveddamagemodifier.single.allies.decrease","每场战斗开始时，此英雄受到的所有伤害减少[#!]{DAMAGEREDUCTION}%[#]，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.aetherpowerreflectminordebuffstorandomenemy.single.allies","每场战斗开始时，此英雄可反弹自身将要受到的可净化状态异常至一名敌方战队随机角色，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.aetherpowerspecialdamagepowermodifier.single.allies","每场战斗开始时，此英雄的特殊技能可造成额外{POWER}%的伤害，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.aetherpowerspecialskilldefensemodifier.single.allies","每场战斗开始时，此英雄获得对特殊技能{SPECIALSKILLDEFENSE}%的防御，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.block.single.allies","每场战斗开始时，此英雄有{BLOCKCHANCE}%几率将所受的任何伤害降低至1点，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.counterattack.single.allies","每场战斗开始时，此英雄以所受伤害的{DEFLECTION}%进行反击，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.debuffshield.single.allies","每场战斗开始时，此英雄对新的状态异常免疫，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.dodgespecialdamage.single.allies","每场战斗开始时，此英雄拥有{DODGE}%几率闪避可以造成伤害的特殊技能，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.reflectdebuffdamage.single.allies.targets.all","每场战斗开始时，当此英雄受到来自状态异常的伤害，便会将该伤害的{DEFLECTION}%反弹给所有敌人，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.reflectminordebuffs.single.allies.randomenemy","每场战斗开始时，此英雄可反弹自身将要受到的可净化状态异常至一名敌方战队随机角色，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.resistnewparasites.single.allies","每场战斗开始时，此英雄对新的恶魔免疫，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.revive.aetherrevive.single.allies","如果此英雄在一场战斗的首{TURNS}回合内阵亡，该英雄将于下一个回合开始时以{HEALTH}%的生命复活。该英雄被击败时，所有状态和叠加效果会被移除。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"aetherpower.statuseffect.minor.taunt.single.allies","每场战斗开始时，此英雄获得嘲讽，可阻止敌人对其盟友使用特殊技能，持续{TURNS}回合。

在拥有多个波次的战斗中，该效果将在每一波开始时刷新。"
"alchemy.surplusremoval.body","炼金实验室现在每个配方的改造数量上限为100。所有超出上限的改造订单都已从队列中被移除，用于改造的相应配料已在此消息中附上。"
"alchemy.surplusremoval.title","炼金实验室配料"
"alchemylab.alchemy","炼金"
"alchemylab.boost","加成"
"alchemylab.boost.confirmation","购买这个加成会给予额外[#!]{0}[#]个阿尔卡碎片。确定要完成这笔交易吗？"
"alchemylab.boost.get_more_alkashards#1","获得额外[#!]{0}[#]个[#!]阿尔卡碎片[#]！"
"alchemylab.boost.get_more_alkashards#2","获得额外[#!]{0}[#]个[#!]阿尔卡碎片[#]！"
"alchemylab.boost.get_more_alkashards#3","Get [#!]{0}[#] extra [#!]Alkashards[#]! (THIRD FORM)"
"alchemylab.boosted","已获得加成！"
"alchemylab.cancel.really","你即将[#!]永久损毁史诗物品[#]！你将[#!]无法[#]拿回任何已使用的资源和物品！

真的确定吗？"
"alchemylab.cancel.title","停止改造吗？"
"alchemylab.choose.text","点击物品添加配料"
"alchemylab.chosen.text","已选配料"
"alchemylab.craft.button","改造"
"alchemylab.description.transmuting","正在改造：{0}"
"alchemylab.description.transmuting.max","正在改造：{0} （最大）"
"alchemylab.extra","额外！"
"alchemylab.migration.info.body","炼金实验室已经更新啦！为适应更改，正在进行中的操作已自动完成，队列中的操作所消耗的资源已退还。详细结果已发送至您的收件箱中！"
"alchemylab.migration.info.title","炼金实验室更新"
"alchemylab.migration.refundmail.body","炼金实验室已更新！系统已退还队列中改造项目所消耗的资源。

以下是您在队列中所拥有的物品和资源。"
"alchemylab.migration.refundmail.title","炼金实验室改造项目所消耗的资源已退还"
"alchemylab.migration.researchmail.body","炼金实验室已更新！正在进行中的研究已自动完成并收集。"
"alchemylab.migration.researchmail.title","炼金实验室研究已完成"
"alchemylab.migration.resultmail.body","炼金实验室已更新！正在进行中的改造已自动完成。

以下是所有已完成且尚未领取的改造结果。"
"alchemylab.migration.resultmail.title","炼金实验室改造已完成"
"alchemylab.ready","改造完成！"
"alchemylab.researchingelsewhere","需等待另一个研究完成才能开始研究此配方。"
"alchemylab.showavailableingredients.button","显示全部"
"alchemylab.showchoseningredients.button","显示已选"
"alchemylab.transmutation.cancel","这些物品已开始改造。如果将其从改造队列中移除，已使用的所有物品和资源将会[#!]永久损毁[#]！

真的确定要损毁这些物品和资源吗？"
"alchemylab.transmutationready.message","改造结果："
"alchemylab.transmute.autofill","自动填充"
"alchemylab.transmute.button","改造"
"alchemylab.transmute.cauldron_full","大锅已满"
"alchemylab.transmute.confirmation.epic","你即将在本次改造中消耗{0}个 [#!]史诗进阶材料[#]。

确定吗？"
"alchemylab.transmute.odds.title","改造转化率"
"alchemylab.transmute.required_ingredients","需要配料："
"alchemylab.transmutetime","改造时间：[#!]{0}[#]"
"alkashard.dialog.cost","已消耗阿尔卡碎片："
"alkashard.dialog.guide","选择以下其中一个："
"alkashard.dialog.info.message","合成阿尔卡碎片时，从随机物品组合中挑选其中一个。

物品组合在阿尔卡碎片合成前保持不变。"
"alkashard.dialog.title","合成阿尔卡碎片"
"alkashard.done.dialog.title","由阿尔卡碎片合成"
"alliance.activetitan","活跃泰坦"
"alliance.activity","[#!]活跃度：[#][%115]{0}[%]"
"alliance.activity.description","表示最近在线的联盟成员百分比。"
"alliance.activity.title","联盟活跃度"
"alliance.activity_entry","活跃度："
"alliance.alliances","联盟"
"alliance.chat.joinrequest","接受加入请求吗？"
"alliance.chat.joinrequest.accept","接受"
"alliance.chat.joinrequest.accepted","[#!]{0}[#]已[#00ff00]接受[#]"
"alliance.chat.joinrequest.reject","拒绝"
"alliance.chat.joinrequest.rejected","[#!]{0}[#]已[#ff0000]拒绝[#]"
"alliance.choose_banner","联盟旗帜"
"alliance.choose_description","描述"
"alliance.choose_flag","图案"
"alliance.choose_name","联盟名称"
"alliance.choose_symbol","标志"
"alliance.choose_trophies","所需奖杯数"
"alliance.choose_type","类型"
"alliance.demote","降级"
"alliance.error.alliance_not_found","此联盟不存在。"
"alliance.error.already_in_alliance_other","该玩家已加入联盟。"
"alliance.error.already_requested","你已请求加入此联盟。"
"alliance.error.banned","你加入联盟的请求已被拒绝。"
"alliance.error.block_edit_name","联盟名称或描述暂时禁用。"
"alliance.error.cant_attack_titan.message","想要攻击泰坦，必须在泰坦出现之前成为联盟成员。

你可以为此联盟攻击下一个出现的泰坦。"
"alliance.error.cant_attack_titan.rare.message","加入联盟至少{0}天才能攻击稀有泰坦。"
"alliance.error.cant_attack_titan.title","禁止攻击"
"alliance.error.full","联盟已满员。"
"alliance.error.hexmap.already_finished","活动已结束。"
"alliance.error.hexmap.attacker_in_battle","进攻方已处于战斗中。"
"alliance.error.hexmap.chest.already_claimed","宝箱已领取。"
"alliance.error.hexmap.chest.not_enough_keys","你的钥匙不足，无法打开宝箱。"
"alliance.error.hexmap.chest.unknown","未找到宝箱。"
"alliance.error.hexmap.invalid_path","所选路径无效。"
"alliance.error.hexmap.invalid_team","战队里的所有英雄都已被击败。"
"alliance.error.hexmap.no_energy_left","你的能量不足。"
"alliance.error.hexmap.player.unknown","未找到玩家。"
"alliance.error.hexmap.target.dead","敌人已被击败。"
"alliance.error.hexmap.target.unknown","所选敌人未知。"
"alliance.error.invite_only","此联盟仅限邀请加入。请重试。"
"alliance.error.name.taken","名字已被占用。"
"alliance.error.name.too_short","联盟名字不能少于{0}个字符。"
"alliance.error.not_enough_trophies","奖杯数不足，无法加入此联盟。"
"alliance.error.player_not_found","此玩家不存在。"
"alliance.error.text_validation","联盟名称或描述未获批准。"
"alliance.error.unknown","此联盟不存在。"
"alliance.error.war.already_finished","战争已结束。"
"alliance.error.war.attacker_in_battle","无法攻击。请稍后重试。"
"alliance.error.war.defense.war_started","无法更新防御战队。战争已经开始了！"
"alliance.error.war.invalid_assist_dragon_count","无法攻击。请稍后重试。"
"alliance.error.war.invalid_team","你选中的攻击战队无效。"
"alliance.error.war.no_attacks_left","战争能量不足！"
"alliance.error.war.target.dead","目标已被击败。"
"alliance.error.war.target.not_found","未找到有效目标。"
"alliance.error.war.target.reserved","目标已被保留。"
"alliance.error.war.target.under_attack","目标已被攻击。"
"alliance.error.war.target.unknown","未知目标。请稍后重试。"
"alliance.error.war_battle_conflict","发生意外错误。我们会检查问题并尽快修复。"
"alliance.event.alliance_gift.alliance_christmas_gift_offer","[#!]{0}[#]已发放冬日礼物！大家快查看收件箱！"
"alliance.event.alliance_gift.alliance_christmas_webstore_gift","[#!]{0}[#]已发放冬日礼物！大家快查看收件箱！"
"alliance.event.alliance_gift.alliance_valentines_webstore_gift","来自[#!]{0}[#]的情人节祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.alliancegiftoffer_gift","[#!]{0}[#]已发放宝石！大家快查看收件箱！"
"alliance.event.alliance_gift.battle_item_alliancemember_gift","[#!]{0}[#]已发放战斗物品！大家快查看收件箱！"
"alliance.event.alliance_gift.com.smallgiantgames.empires.6th_birthday_gift_zynga","来自[#!]{0}[#]的问候！大家快查看收件箱！"
"alliance.event.alliance_gift.default","来自[#!]{0}[#]的问候！大家快查看收件箱！"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day1","来自[#!]{0}[#]的黄金周祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day2","来自[#!]{0}[#]的黄金周祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day3","来自[#!]{0}[#]的黄金周祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day4","来自[#!]{0}[#]的黄金周祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day5","来自[#!]{0}[#]的黄金周祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day6","来自[#!]{0}[#]的黄金周祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day7","来自[#!]{0}[#]的黄金周祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.valentines2018_alliance_member_gift","来自[#!]{0}[#]的情人节祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_1","来自[#!]{0}[#]的联盟周祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_2","来自[#!]{0}[#]的联盟周祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_3","来自[#!]{0}[#]的联盟周祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_4","来自[#!]{0}[#]的联盟周祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_5","来自[#!]{0}[#]的联盟周祝福！大家快查看收件箱！"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_6","来自[#!]{0}[#]的联盟周祝福！大家快查看收件箱！"
"alliance.event.demote","[#!]{1}[#]已被[#!]{0}[#]降级。"
"alliance.event.event_ended","[#!]联盟任务[#]已结束。"
"alliance.event.event_ending","[#!]联盟任务[#]距离结束还有{0}！"
"alliance.event.event_started","[#!]联盟任务[#]已开始！"
"alliance.event.event_starting","[#!]联盟任务[#]距离开始还有{0}！"
"alliance.event.hexmap_ended","[#!]怪兽岛活动[#]已结束。"
"alliance.event.hexmap_ending","离[#!]怪兽岛活动[#]结束还有24小时！"
"alliance.event.hexmap_started","[#!]怪兽岛活动[#]已开始！"
"alliance.event.hexmap_starting","离[#!]怪兽岛活动[#]开始还有24小时！"
"alliance.event.inactive_leader_election","因为当前盟主长期不活跃，{0}已被任命为新的盟主"
"alliance.event.inactive_leader_final","由于你的联盟盟主长时间不活跃，{0}后将自动从符合条件的联盟成员中任命一名新盟主。此消息为最后通知。"
"alliance.event.inactive_leader_first","由于你的联盟盟主长时间不活跃，{0}后将自动从符合条件的联盟成员中任命一名新盟主。"
"alliance.event.inactive_leader_no_active_elders","因没有符合条件的联盟成员，新联盟盟主任命程序已经终止。"
"alliance.event.inactive_leader_returned","联盟盟主回来了。如果联盟盟主处于活跃状态，将不会任命新的盟主。"
"alliance.event.join","[#!]{0}[#]已加入联盟。"
"alliance.event.kick","[#!]{0}[#]已将[#!]{1}[#]踢出联盟。"
"alliance.event.leave","[#!]{0}[#]离开了联盟。"
"alliance.event.level_up","[#!]{0}[#]已达到[#!]{1}[#]级！"
"alliance.event.promote","[#!]{1}[#]已获[#!]{0}[#]提升。"
"alliance.event.titan_created","新泰坦出现了！"
"alliance.event.titan_escaped","泰坦逃走了。"
"alliance.event.titan_killed","泰坦被击败！"
"alliance.event.top_attackers","最强泰坦攻击者：{0}
已用鱼叉：[#!]{1}[#]"
"alliance.event.top_attackers_no_harpoons","最强泰坦攻击者：{0}"
"alliance.event.top_hexmap_players","最强怪兽岛玩家：{0}"
"alliance.event.top_war_attackers","最强战争战士：{0}"
"alliance.event.update_description","[#!]{0}[#]更改了联盟描述。"
"alliance.event.update_featured_message_enabled_false","[#!]{0}[#]移除了联盟特别通知。"
"alliance.event.update_featured_message_enabled_true","[#!]{0}[#]发布了新的联盟特别通知。"
"alliance.event.update_language","[#!]{0}[#]更改了联盟语言。"
"alliance.event.update_name","[#!]{0}[#]更改了联盟名称。"
"alliance.event.update_required_trophies","[#!]{0}[#]已将联盟奖杯数量要求改为[#!]{1}[#]。"
"alliance.event.update_symbol","[#!]{0}[#]更改了联盟旗帜。"
"alliance.event.update_type.inviteonly","[#!]{0}[#]已将联盟类型改为[#!]仅限邀请加入[#]。"
"alliance.event.update_type.open","[#!]{0}[#]已将联盟类型改为[#!]开放[#]。"
"alliance.event.war_created","[#!]联盟战[#]将在{0}后开始。布防！"
"alliance.event.wars_enabled_false","[#!]{0}[#]已禁用[#!]联盟战[#]。"
"alliance.event.wars_enabled_true","[#!]{0}[#]已启用[#!]联盟战[#]。"
"alliance.exmember","[前成员]"
"alliance.hexmap.keys","钥匙"
"alliance.hexmap.more_in","能量补充：{0}"
"alliance.hexmap.remaining_health","剩余生命："
"alliance.hexmap.status.finished","活动结束！"
"alliance.hexmap.team","怪兽岛战队"
"alliance.indicator.create","处理中..."
"alliance.indicator.refresh","刷新中..."
"alliance.info.allianceeventineligibleincoming","必须先加入联盟才能参加联盟任务。"
"alliance.info.allianceeventineligiblestarted","[#!]必须先加入联盟才能参加[#]联盟任务。由于本次联盟任务已经开始，因此你将无法参与该活动。

现在加入联盟，即可参与未来的联盟任务。"
"alliance.info.comingsoon","即将推出！"
"alliance.info.confirmdemote.elder","确定将[#!]{0}[#]降级为[#!]长老[#]吗？"
"alliance.info.confirmdemote.member","确定将[#!]{0}[#]降级为[#!]成员[#]吗？"
"alliance.info.confirmkick","确定要踢出[#!]{0}[#]吗？"
"alliance.info.confirmleave","确定要离开[#!]{0}[#]吗？"
"alliance.info.confirmleaveanddisband","确定要离开[#!]{0}[#]吗？
请注意，若没有其他成员，你的联盟会被删除。"
"alliance.info.confirmleaveduringallianceevent","你确定要离开[#!]{0}[#]吗？

如果离开，你将无法再参与正在进行的[#!]联盟任务[#]。即使重新加入联盟也无法参与，亦不会获得任何奖励。"
"alliance.info.confirmleaveduringhexmap","你确定要离开[#!]{0}[#]吗？

如果离开，你将无法再参与正在进行的[#!]怪兽岛[#]活动。即使重新加入联盟也无法参与，亦不会获得任何奖励。"
"alliance.info.confirmleaveduringhexmappendingrewards","你确定要离开[#!]{0}[#]吗？

如果离开，你将无法从正在进行的[#!]怪兽岛[#]活动中获得任何奖励，即使重新加入联盟亦是如此。"
"alliance.info.confirmleaveubertitan","确定要离开[#!]{0}[#]吗？
请注意，你将无法继续为此联盟或任意其他联盟赚取[#!]神话泰坦分数[#]，也不会获得对应奖励。"
"alliance.info.confirmleavewar","确定要离开[#!]{0}[#]吗？

联盟战准备阶段已开始！如果希望参加此次联盟战，记得准时回到此联盟！注意，你需要在战斗开始前回到联盟。

剩余时间：[#!]{1}[#]"
"alliance.info.confirmleavewarafterstarted","确定要离开[#!]{0}[#]吗？

联盟战已经开始！如果现在离开，你将无法参加此次联盟战。"
"alliance.info.confirmleavewarnoreturn","确定要离开[#!]{0}[#]吗？

联盟战即将开始！如果现在离开，你将无法参加此次联盟战。"
"alliance.info.confirmpromote.coleader","确定将[#!]{0}[#]提升为[#!]副盟主[#]吗？"
"alliance.info.confirmpromote.elder","确定将[#!]{0}[#]提升为[#!]长老[#]吗？"
"alliance.info.confirmpromote.leader","你想将[#!]{0}[#]提升为[#!]盟主[#]吗？

警告：你将被降级为[#!]副盟主[#]。"
"alliance.info.created","恭喜！你已成功创建了新联盟。"
"alliance.info.created.ubertitan","恭喜！你已成功创建了新联盟。
请注意，你当前还不能为此联盟赚取[#!]神话泰坦分数[#]。"
"alliance.info.emptyname","你需要先选一个名字。"
"alliance.info.hexmapeventdisabled","本次怪兽岛活动暂时关闭。"
"alliance.info.hexmapeventineligibleincoming","你必须先加入联盟才能参加怪兽岛活动。

（注意：在全球beta测试版中，你的联盟必须在准备阶段时拥有高于{0}的联盟分数，才能参加该活动。）"
"alliance.info.hexmapeventineligiblestarted","[#!]必须先加入联盟才能参加[#]怪兽岛活动。由于本次怪兽岛活动已经开始，因此你将无法参与该活动。

现在加入联盟，即可参与未来的怪兽岛活动。"
"alliance.info.hexmapeventpreparation","本次怪兽岛活动正在准备阶段中。

（注意：在全球beta测试版中，你的联盟必须在准备阶段时拥有高于{0}的联盟分数，才能参加该活动。）"
"alliance.info.hexmapeventunavailable","你的联盟当前无法参加本次怪兽岛活动。

（注意：在全球beta测试版中，你的联盟必须在准备阶段时拥有高于{0}的联盟分数，才能参加该活动。）"
"alliance.info.joined","恭喜！
你现在是[#!]{0}[#]的成员了。"
"alliance.info.joined.ubertitan","恭喜你！你已经成为[#!]{0}[#]中的一员了。

请注意，你当前还不能为此联盟赚取[#!]神话泰坦分数[#]。"
"alliance.info.left","你已离开[#!]{0}[#]。"
"alliance.info.level_requirement","达到[#!]经验等级{0}[#]可解锁联盟。"
"alliance.info.notjoined","你需要先加入一个联盟。"
"alliance.info.opted_out_from_war","由于账号不活跃，你已自动[#!]退出[#][#!]联盟战[#]。

若要参加下一场联盟战，可前往联盟设置，选择参加。"
"alliance.info.searching","正在搜寻联盟信息..."
"alliance.info.temporarilyunavailable","暂不可用"
"alliance.info.title","联盟信息"
"alliance.join","加入"
"alliance.language","[#!]语言：[#] [%115]{0}[%]"
"alliance.language.nopreference","无偏好"
"alliance.language.tooltip","联盟的偏好语言。"
"alliance.leader","[#!]盟主：[#] [%115]{0}[%]"
"alliance.leader_entry","盟主：{0}"
"alliance.long_ago","很久以前"
"alliance.memberlist","成员列表"
"alliance.members","[#!]成员：[#] [%115]{0}[%]"
"alliance.members_entry","成员数：{0}"
"alliance.notfound","未找到联盟"
"alliance.placeholder.description","联盟描述"
"alliance.placeholder.featured_message","联盟消息"
"alliance.placeholder.name","联盟名称"
"alliance.placeholder.requestjoin","我想加入你的联盟"
"alliance.popup.disbanded","[#!]{1}[#]已被[#!]{0}[#]踢出联盟。"
"alliance.popup.kicked","[#!]{1}[#]已将你踢出[#!]{0}[#]联盟。"
"alliance.popup.request_accepted","[#!]{1}[#]已接受你加入[#!]{0}[#]联盟的请求。"
"alliance.promote","提升"
"alliance.rank","你的联盟全球排名：[%115]{0}[%]"
"alliance.rank.coleader","副盟主"
"alliance.rank.elder","长老"
"alliance.rank.leader","盟主"
"alliance.rank.member","成员"
"alliance.rank.none","[前成员]"
"alliance.requestjoin","请求加入"
"alliance.requestjoin.sent","请求已发送"
"alliance.requestjoin.title","请求加入"
"alliance.requiredtrophies","[#!]所需奖杯数：[#] [%115]{0}[%]"
