"KEY","TEXT"
"aetherpower.statuseffect.minor.aetherpowerfixedhealthrecovery.single.allies","В начале каждого боя герой восстанавливает {TOTAL} здоровья в течение {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.aetherpowerfixedmanarecovery.small.single.allies","В начале каждого боя герой получает небольшое количество маны в течение {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.aetherpowergamble.single.allies","В начале каждого боя герой получает {ATTACK} % атаки с {ACCURACY} % меткости на {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.aetherpowerhealmultiplier.single.allies","В начале каждого боя герой получает прибавку {HEALING} % к любому полученному лечению в течение {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.aetherpowerlifesteal.single.allies","В начале каждого боя герой исцеляется на {LIFESTEAL} % нанесенного обычного урона в течение {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.aetherpowermanagenerationmodifier.single.allies","В начале каждого боя герой получает {MANAREGEN} % к генерации маны на {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.aetherpowermummyreincarnation.single.allies","Если герой побежден в первые 5 ходов боя, он будет воскрешен как мумия с {ATTACK} % атаки и {DEFENSE} % защиты.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.aetherpowerreceiveddamagemodifier.single.allies.decrease","В начале каждого боя весь урон, полученный героем, снижается на [#!]{DAMAGEREDUCTION} %[#] в течение {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.aetherpowerreflectminordebuffstorandomenemy.single.allies","В начале каждого боя герой отражает снимаемые недуги, которые мог бы получить, на случайного героя из вражеской команды в течение {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.aetherpowerspecialdamagepowermodifier.single.allies","В начале каждого боя особый навык героя наносит {POWER} % дополнительного урона в течение {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.aetherpowerspecialskilldefensemodifier.single.allies","В начале каждого боя герой получает {SPECIALSKILLDEFENSE} % защиты от особых навыков на {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.block.single.allies","В начале каждого боя герой получает возможность сократить любой получаемый урон до 1 с вероятностью {BLOCKCHANCE} % на протяжении {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.counterattack.single.allies","В начале каждого боя герой контратакует, нанося {DEFLECTION} % от полученного урона, на протяжении {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.debuffshield.single.allies","В начале каждого боя герой получает иммунитет к новым недугам на {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.dodgespecialdamage.single.allies","В начале каждого боя герой получает шанс {DODGE} % уклониться от особых навыков, наносящих урон, в течение {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.reflectdebuffdamage.single.allies.targets.all","В начале каждого боя герой отражает {DEFLECTION} % урона, полученного от недуга и всех негативных накапливаемых эффектов статуса, во всех врагов в течение {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.reflectminordebuffs.single.allies.randomenemy","В начале каждого боя герой отражает направленные на него очищаемые недуги в случайного героя из вражеской команды в течение {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.resistnewparasites.single.allies","В начале каждого боя героя получает иммунитет к новым паразитам на {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.revive.aetherrevive.single.allies","Если герой будет побежден в первые {TURNS} х. боя, то он воскреснет в начале следующего хода с {HEALTH} % здоровья. Все эффекты статуса и складываемые эффекты убираются, когда герой побежден.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"aetherpower.statuseffect.minor.taunt.single.allies","В начале каждого боя герой получает насмешку, которая не позволяет врагам использовать особые навыки против союзников героя в течение {TURNS} х.

В боях, где больше одной волны, эффект обновляется в начале каждой волны."
"alchemy.surplusremoval.body","В лаборатории алхимика теперь ограничение: 100 трансмутаций на рецепт. Все трансмутации больше этого лимита удалены из очереди, и использованные для них ингредиенты прикреплены к этому сообщению."
"alchemy.surplusremoval.title","Ингредиенты лаборатории алхимика"
"alchemylab.alchemy","Алхимия"
"alchemylab.boost","Бонус"
"alchemylab.boost.confirmation","Покупка бонуса даст еще [#!]{0}[#] алхиосколков. Хотите приобрести?"
"alchemylab.boost.get_more_alkashards#1","Получите еще [#!]{0}[#] [#!]алхиосколок[#]!"
"alchemylab.boost.get_more_alkashards#2","Получите еще [#!]{0}[#] [#!]алхиосколков[#]!"
"alchemylab.boost.get_more_alkashards#3","Получите еще [#!]{0}[#] [#!]алхиосколка[#]!"
"alchemylab.boosted","Бонус получен!"
"alchemylab.cancel.really","Вы собираетесь [#!]безвозвратно уничтожить эпические предметы[#]! Вы [#!]не[#] получите обратно использованные ресурсы или предметы!

Вы точно уверены?"
"alchemylab.cancel.title","Прервать трансмутацию?"
"alchemylab.choose.text","Нажимайте на предметы, чтобы добавить ингредиенты"
"alchemylab.chosen.text","Выбранный ингредиенты"
"alchemylab.craft.button","Превратить"
"alchemylab.description.transmuting","Трансмутация: {0}"
"alchemylab.description.transmuting.max","Трансмутация: {0} (макс)"
"alchemylab.extra","Еще!"
"alchemylab.migration.info.body","Лаборатория алхимика обновлена! Для применения обновления все процессы были завершены, а за процессы в очереди возвращено потраченное. Результаты во входящих!"
"alchemylab.migration.info.title","Обновление лаборатории алхимика"
"alchemylab.migration.refundmail.body","Лаборатория алхимика обновлена! Стоимость трансмутаций в очереди возвращена.

Вот предметы и ресурсы, которые были в очереди."
"alchemylab.migration.refundmail.title","Стоимость трансмутаций в лаборатории алхимика возвращена"
"alchemylab.migration.researchmail.body","Лаборатория алхимика обновлена! Исследования, которые не были завершены, завершены автоматически."
"alchemylab.migration.researchmail.title","Исследования в лаборатории алхимика завершены"
"alchemylab.migration.resultmail.body","Лаборатория алхимика обновлена! Трансмутации в процессе автоматически завершены.

Вот результаты всех завершенных трансмутаций, которые вы еще не получили."
"alchemylab.migration.resultmail.title","Трансмутации в лаборатории алхимика завершены"
"alchemylab.ready","Трансмутация завершена!"
"alchemylab.researchingelsewhere","Дождитесь завершения другого исследования, чтобы начать исследовать новый рецепт."
"alchemylab.showavailableingredients.button","Показать все"
"alchemylab.showchoseningredients.button","Показать выбранные"
"alchemylab.transmutation.cancel","Эти предметы уже начали трансмутацию. Если вы удалите трансмутацию из очереди, все потраченные предметы и ресурсы будут [#!]навсегда утеряны[#]!

Вы точно хотите потерять предметы и ресурсы?"
"alchemylab.transmutationready.message","Результаты трансмутации:"
"alchemylab.transmute.autofill","Автозаполнение"
"alchemylab.transmute.button","Преобразовать"
"alchemylab.transmute.cauldron_full","Котел полон!"
"alchemylab.transmute.confirmation.epic","В ходе этой трансмутации будет использовано {0} [#!]ед. эпических материалов для перерождения[#].

Продолжить?"
"alchemylab.transmute.odds.title","Вероятность выпадания"
"alchemylab.transmute.required_ingredients","Нужные ингредиенты:"
"alchemylab.transmutetime","Время трансмутации: [#!]{0}[#]"
"alkashard.dialog.cost","Использовано алхиосколков:"
"alkashard.dialog.guide","Выберите что-то одно:"
"alkashard.dialog.info.message","Вы можете выбрать один предмет из случайного набора предметов, когда объединяете алхиосколки.

Выбор предметов остается неизменным, пока алхиосколки не будут объединены."
"alkashard.dialog.title","Объединить алхиосколки"
"alkashard.done.dialog.title","Получено из алхиосколков"
"alliance.activetitan","Активный титан"
"alliance.activity","[#!]Активность:[#] [%115]{0}[%]"
"alliance.activity.description","Показывает долю членов альянса, недавно заходивших в игру."
"alliance.activity.title","Активность альянса"
"alliance.activity_entry","Активность:"
"alliance.alliances","Альянсы"
"alliance.chat.joinrequest","Принять приглашение?"
"alliance.chat.joinrequest.accept","Принять"
"alliance.chat.joinrequest.accepted","[#00ff00]Принял(а)[#] от [#!]{0}[#]"
"alliance.chat.joinrequest.reject","Отклонить"
"alliance.chat.joinrequest.rejected","[#ff0000]Отклонил(а)[#] от [#!]{0}[#]"
"alliance.choose_banner","Стяг альянса"
"alliance.choose_description","Описание"
"alliance.choose_flag","Узор"
"alliance.choose_name","Имя альянса"
"alliance.choose_symbol","Символ"
"alliance.choose_trophies","Требуемые трофеи"
"alliance.choose_type","Тип"
"alliance.demote","Понизить"
"alliance.error.alliance_not_found","Этот альянс больше не существует."
"alliance.error.already_in_alliance_other","Игрок уже вступил в альянс."
"alliance.error.already_requested","Вы уже отправили запрос на вступление в этот альянс."
"alliance.error.banned","Ваш запрос на вступление в этот альянс был отклонен."
"alliance.error.block_edit_name","Имя и описание альянса временно отключены."
"alliance.error.cant_attack_titan.message","Чтобы атаковать титана, вы должны быть членом альянса до появления титана.

Вы можете атаковать следующего титана, который появится для этого альянса."
"alliance.error.cant_attack_titan.rare.message","Чтобы атаковать редких титанов, вы должны состоять в альянсе по крайней мере {0} дней."
"alliance.error.cant_attack_titan.title","Атака запрещена"
"alliance.error.full","Альянс заполнен."
"alliance.error.hexmap.already_finished","Событие уже закончилось."
"alliance.error.hexmap.attacker_in_battle","Нападающий уже сражается."
"alliance.error.hexmap.chest.already_claimed","Сундук уже был получен."
"alliance.error.hexmap.chest.not_enough_keys","У вас недостаточно ключей, чтобы открыть сундук."
"alliance.error.hexmap.chest.unknown","Сундук не найден."
"alliance.error.hexmap.invalid_path","Выбран неверный путь."
"alliance.error.hexmap.invalid_team","Все герои в вашей команде побеждены."
"alliance.error.hexmap.no_energy_left","У вас недостаточно энергии."
"alliance.error.hexmap.player.unknown","Игрок не найден."
"alliance.error.hexmap.target.dead","Враг уже побежден."
"alliance.error.hexmap.target.unknown","Выбран неизвестный враг."
"alliance.error.invite_only","Этот альянс - только по приглашениям. Попробуйте еще раз."
"alliance.error.name.taken","Это имя уже занято."
"alliance.error.name.too_short","В названии альянса должно быть не менее {0} символов."
"alliance.error.not_enough_trophies","У вас недостаточно трофеев для вступления в этот альянс."
"alliance.error.player_not_found","Этого игрока больше нет."
"alliance.error.text_validation","Название или описание альянса не одобрены."
"alliance.error.unknown","Этот альянс больше не существует."
"alliance.error.war.already_finished","Война уже завершилась."
"alliance.error.war.attacker_in_battle","Невозможно атаковать. Пожалуйста, попробуйте позже."
"alliance.error.war.defense.war_started","Невозможно обновить команду обороны. Война уже началась!"
"alliance.error.war.invalid_assist_dragon_count","Невозможно атаковать. Попробуйте позже."
"alliance.error.war.invalid_team","Вы неверно подобрали команду нападающих."
"alliance.error.war.no_attacks_left","Закончилась энергия войны!"
"alliance.error.war.target.dead","Цель уже повержена."
"alliance.error.war.target.not_found","Не найдено подходящей цели."
"alliance.error.war.target.reserved","Цель уже выбрана другим игроком."
"alliance.error.war.target.under_attack","Цель уже атакуется."
"alliance.error.war.target.unknown","Неизвестная цель. Пожалуйста, попробуйте позже."
"alliance.error.war_battle_conflict","Произошла непредвиденная ошибка. Мы постараемся исправит ее как можно скорее."
"alliance.event.alliance_gift.alliance_christmas_gift_offer","Зимние подарки от [#!]{0}[#] отправлены! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.alliance_christmas_webstore_gift","Зимние подарки от [#!]{0}[#] отправлены! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.alliance_valentines_webstore_gift","[#!]{0}[#] поздравляет вас с Днем святого Валентина! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.alliancegiftoffer_gift","Партия самоцветов от [#!]{0}[#] была отправлена! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.battle_item_alliancemember_gift","Боевые предметы от [#!]{0}[#] отправлены! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.com.smallgiantgames.empires.6th_birthday_gift_zynga","Привет от [#!]{0}[#]! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.default","Привет от [#!]{0}[#]! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day1","[#!]{0}[#] поздравляет вас с Золотой неделей! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day2","[#!]{0}[#] поздравляет вас с Золотой неделей! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day3","[#!]{0}[#] поздравляет вас с Золотой неделей! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day4","[#!]{0}[#] поздравляет вас с Золотой неделей! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day5","[#!]{0}[#] поздравляет вас с Золотой неделей! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day6","[#!]{0}[#] поздравляет вас с Золотой неделей! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day7","[#!]{0}[#] поздравляет вас с Золотой неделей! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.valentines2018_alliance_member_gift","[#!]{0}[#] поздравляет вас с Днем святого Валентина! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_1","[#!]{0}[#] поздравляет вас с Неделей альянса! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_2","[#!]{0}[#] поздравляет вас с Неделей альянса! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_3","[#!]{0}[#] поздравляет вас с Неделей альянса! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_4","[#!]{0}[#] поздравляет вас с Неделей альянса! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_5","[#!]{0}[#] поздравляет вас с Неделей альянса! Проверьте ваши сообщения!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_6","[#!]{0}[#] поздравляет вас с Неделей альянса! Проверьте ваши сообщения!"
"alliance.event.demote","[#!]{0}[#] понизил(а) [#!]{1}[#]."
"alliance.event.event_ended","[#!]Квест альянса[#] закончился."
"alliance.event.event_ending","[#!]Квест альянса[#] закончится через {0}!"
"alliance.event.event_started","[#!]Квест альянса[#] начался!"
"alliance.event.event_starting","[#!]Квест альянса[#] начнется через {0}!"
"alliance.event.hexmap_ended","[#!]Событие ""Остров чудовищ""[#] закончилось."
"alliance.event.hexmap_ending","[#!]Событие ""Остров чудовищ""[#] закончится через 24 часа."
"alliance.event.hexmap_started","[#!]Событие ""Остров чудовищ""[#] началось!"
"alliance.event.hexmap_starting","[#!]Событие ""Остров чудовищ""[#] начнется через 24 часа."
"alliance.event.inactive_leader_election","Поскольку текущий предводитель неактивен, избирается новый предводитель — {0}."
"alliance.event.inactive_leader_final","Предводитель вашего альянса уже давно неактивен. Новый предводитель будет выбран автоматически из подходящих участников альянса через {0}. Это последнее предупреждение."
"alliance.event.inactive_leader_first","Предводитель вашего альянса уже давно неактивен. Новый предводитель будет выбран автоматически из подходящих участников альянса через {0}."
"alliance.event.inactive_leader_no_active_elders","Выбор нового предводителя альянса прекращен, поскольку не было найдено подходящих участников альянса."
"alliance.event.inactive_leader_returned","Предводитель альянса вернулся. При активном предводителе новый лидер не выбирается."
"alliance.event.join","[#!]{0}[#] теперь в альянсе."
"alliance.event.kick","[#!]{0}[#] выгоняет игрока [#!]{1}[#] из альянса."
"alliance.event.leave","[#!]{0}[#] больше не в альянсе."
"alliance.event.level_up","[#!]{0}[#] достиг(ла) уровня [#!]{1}[#]!"
"alliance.event.promote","[#!]{0}[#] повысил(а) [#!]{1}[#]."
"alliance.event.titan_created","Появился новый титан!"
"alliance.event.titan_escaped","Титан скрылся."
"alliance.event.titan_killed","Титан повержен!"
"alliance.event.top_attackers","Лучшие нападавшие на титанов: {0}
Использовано гарпунов: [#!]{1}[#]"
"alliance.event.top_attackers_no_harpoons","Лучшие нападавшие на титанов: {0}"
"alliance.event.top_hexmap_players","Лучшие игроки ""Острова чудовищ"": {0}"
"alliance.event.top_war_attackers","Лучшие нападавшие в войне: {0}"
"alliance.event.update_description","[#!]{0}[#] меняет описание альянса."
"alliance.event.update_featured_message_enabled_false","[#!]{0}[#] убирает закрепленное сообщение для альянса."
"alliance.event.update_featured_message_enabled_true","[#!]{0}[#] включает закрепленные сообщения для альянса."
"alliance.event.update_language","[#!]{0}[#] меняет язык альянса."
"alliance.event.update_name","[#!]{0}[#] меняет имя альянса."
"alliance.event.update_required_trophies","[#!]{0}[#] меняет минимум трофеев для вступления в альянс на [#!]{1}[#]."
"alliance.event.update_symbol","[#!]{0}[#] меняет стяг альянса."
"alliance.event.update_type.inviteonly","[#!]{0}[#] меняет тип альянса на [#!]«Только по приглашениям»[#]."
"alliance.event.update_type.open","[#!]{0}[#] меняет тип альянса на [#!]«Открытый»[#]."
"alliance.event.war_created","[#!]Война альянсов[#] начинается через {0}. Приготовьтесь обороняться!"
"alliance.event.wars_enabled_false","[#!]{0}[#] отключает [#!]войны альянсов[#] для этого альянса."
"alliance.event.wars_enabled_true","[#!]{0}[#] включает [#!]войны альянсов[#] для этого альянса."
"alliance.exmember","[Бывший член]"
"alliance.hexmap.keys","Ключи"
"alliance.hexmap.more_in","Больше через: {0}"
"alliance.hexmap.remaining_health","Осталось здоровья:"
"alliance.hexmap.status.finished","Событие завершено!"
"alliance.hexmap.team","Команда ""Острова чудовищ"""
"alliance.indicator.create","Обработка..."
"alliance.indicator.refresh","Обновление..."
"alliance.info.allianceeventineligibleincoming","Нужно вступить в альянс, чтобы участвовать в квестах альянса."
"alliance.info.allianceeventineligiblestarted","[#!]Нужно вступить в альянс, чтобы участвовать[#] в квестах альянса. Вы не сможете участвовать в этом квесте альянса, потому что он уже идет.

Присоединившись к альянсу сейчас, вы сможете участвовать в следующих квестах альянса."
"alliance.info.comingsoon","Скоро!"
"alliance.info.confirmdemote.elder","Вы действительно хотите понизить [#!]{0}[#] до [#!]старейшины[#]?"
"alliance.info.confirmdemote.member","Вы действительно хотите понизить [#!]{0}[#] до [#!]члена[#]?"
"alliance.info.confirmkick","Вы уверены, что хотите выгнать [#!]{0}[#]?"
"alliance.info.confirmleave","Вы уверены, что хотите покинуть [#!]{0}[#]?"
"alliance.info.confirmleaveanddisband","Вы уверены, что хотите покинуть [#!]{0}[#]?
Обратите внимание, что ваш альянс будет удален, поскольку в нем нет других игроков."
"alliance.info.confirmleaveduringallianceevent","Вы точно хотите покинуть [#!]{0}[#]?

Выйдя из альянса, вы больше не сможете участвовать в текущем [#!]квесте альянса[#]. Вы не сможете участвовать и не получите наград даже в том случае, если вернетесь."
"alliance.info.confirmleaveduringhexmap","Вы точно хотите покинуть [#!]{0}[#]?

Выйдя из альянса, вы больше не сможете участвовать в текущем событии [#!]""Остров чудовищ""[#]. Вы не сможете участвовать и не получите наград даже в том случае, если вернетесь."
"alliance.info.confirmleaveduringhexmappendingrewards","Вы точно хотите покинуть ""[#!]{0}[#]""?

Выйдя из альянса, вы не получите награды текущего события [#!]""Остров чудовищ""[#] даже в том случае, если вернетесь."
"alliance.info.confirmleaveubertitan","Вы уверены, что хотите покинуть [#!]{0}[#]?
Обратите внимание, что вы не сможете добавить баллы и получить награды за текущий [#!]счет мифического титана[#] этого или любого другого альянса."
"alliance.info.confirmleavewar","Вы точно хотите покинуть альянс [#!]""{0}""[#]?

Подготовка к войне уже началась! Если вы хотите принять участие в войне, вам нужно вернуться в альянс вовремя! Обратите внимание, что снова вступить в альянс нужно до начала сражений.

Осталось времени: [#!]{1}[#]"
"alliance.info.confirmleavewarafterstarted","Вы уверены, что хотите покинуть [#!]{0}[#]?"
"alliance.info.confirmleavewarnoreturn","Вы точно хотите покинуть альянс [#!]""{0}""[#]?

Войны начнутся уже совсем скоро! Если вы покинете альянс сейчас, то не сможете принять участие в этой войне."
"alliance.info.confirmpromote.coleader","Вы действительно хотите повысить [#!]{0}[#] до [#!]сопредводителя[#]?"
"alliance.info.confirmpromote.elder","Вы действительно хотите повысить [#!]{0}[#] до [#!]старейшины[#]?"
"alliance.info.confirmpromote.leader","Вы действительно хотите повысить [#!]{0}[#] до [#!]предводителя[#]?

Предупреждение: Вы будете понижены до [#!]сопредводителя[#]."
"alliance.info.created","Поздравляем! Вы создали новый альянс."
"alliance.info.created.ubertitan","Поздравляем! Вы создали новый альянс.
Обратите внимание, что вы не участвуете в текущем [#!]счете мифического титана[#] этого альянса."
"alliance.info.emptyname","Сперва выберите имя."
"alliance.info.hexmapeventdisabled","Это событие ""Остров чудовищ"" временно недоступно."
"alliance.info.hexmapeventineligibleincoming","Нужно вступить в альянс, чтобы участвовать в событиях ""Острова чудовищ"".

(Обратите внимание: в глобальном бета-тестировании во время стадии подготовки ваш альянс должен набрать более {0} очк. альянса для участия.)"
"alliance.info.hexmapeventineligiblestarted","[#!]Нужно вступить в альянс, чтобы участвовать[#] в событиях ""Остров чудовищ"". Вы не сможете участвовать в этом событии ""Остров чудовищ"", потому что оно уже идет.

Присоединившись к альянсу сейчас, вы сможете участвовать в следующих событиях ""Остров чудовищ""."
"alliance.info.hexmapeventpreparation","Это событие ""Острова чудовищ"" сейчас на стадии подготовки.

(Обратите внимание: в глобальном бета-тестировании во время стадии подготовки ваш альянс должен набрать более {0} очк. альянса для участия.)"
