"KEY","TEXT"
"aetherpower.statuseffect.minor.dodgespecialdamage.single.allies","Tämä sankari saa jokaisen taistelun alussa {DODGE} %:n mahdollisuuden väistää vauriota tekevät erikoistaidot {TURNS} vuoron ajaksi.

Useamman aallon taisteluissa vaikutus uudistuu jokaisen aallon alussa."
"aetherpower.statuseffect.minor.reflectdebuffdamage.single.allies.targets.all","Tämä sankari heijastaa jokaisen taistelun alusta alkaen {DEFLECTION} % vaivoistaan ja negatiivisista kasaumistaan saamasta vauriosta kaikille vihollisille {TURNS} vuoron ajan.

Useamman aallon taisteluissa vaikutus uudistuu jokaisen aallon alussa."
"aetherpower.statuseffect.minor.reflectminordebuffs.single.allies.randomenemy","Tämä sankari heijastaa jokaisen taistelun alusta alkaen kaikki vaivat, jotka olisi saanut, vastapuolen satunnaiselle hahmolle {TURNS} vuoron ajan.

Useamman aallon taisteluissa vaikutus uudistuu jokaisen aallon alussa."
"aetherpower.statuseffect.minor.resistnewparasites.single.allies","Tämä sankari on jokaisen taistelun alusta alkaen immuuni uusille riiviöille {TURNS} vuoron ajan.

Useamman aallon taisteluissa vaikutus uudistuu jokaisen aallon alussa."
"aetherpower.statuseffect.minor.revive.aetherrevive.single.allies","Jos tämä sankari kukistuu taistelun {TURNS} ensimmäisen vuoron aikana, hän palaa kuolleista seuraavan vuoronsa alussa ja hänellä on {HEALTH} % terveyttä. Kaikki tilaefektit ja kasaumat poistuvat sankarin kukistuessa.

Useamman aallon taisteluissa vaikutus uudistuu jokaisen aallon alussa."
"aetherpower.statuseffect.minor.taunt.single.allies","Tämä sankari saa taistelun alussa piikittelyn, joka estää vihollisia käyttämästä erikoistaitoa sankarin liittolaisiin {TURNS} vuoron ajan.

Useamman aallon taisteluissa vaikutus uudistuu jokaisen aallon alussa."
"alchemy.surplusremoval.body","Alkemialaboratorion katto on nyt 100 muodonmuutosta ohjetta kohti. Kaikki rajan ylittäneet muodonmuutokset on poistettu jonosta ja niihin käytetyt ainesosat on liitetty tähän viestiin."
"alchemy.surplusremoval.title","Alkemialaboratorion ainesosat"
"alchemylab.alchemy","Alkemia"
"alchemylab.boost","Tehostin"
"alchemylab.boost.confirmation","Ostamalla tämän tehostimen saat [#!]{0}[#] ylimääräistä alkemiasirpaletta. Haluatko ostaa sen?"
"alchemylab.boost.get_more_alkashards#1","Saat [#!]{0}[#] ylimääräisen [#!]alkemiasirpaleen[#]!"
"alchemylab.boost.get_more_alkashards#2","Saat [#!]{0}[#] ylimääräistä [#!]alkemiasirpaletta[#]!"
"alchemylab.boost.get_more_alkashards#3","Saat [#!]{0}[#] ylimääräistä [#!]alkemiasirpaletta[#]!"
"alchemylab.boosted","Tehostettu!"
"alchemylab.cancel.really","Olet [#!]pysyvästi tuhoamassa eeppisiä esineitä[#]! Käyttämiäsi resursseja ja esineitä [#!]ei[#] voi saada takaisin!

Oletko aivan varma?"
"alchemylab.cancel.title","Pysäytä muodonmuutos?"
"alchemylab.choose.text","Lisää ainesosia esineitä napauttamalla"
"alchemylab.chosen.text","Valitut ainesosat"
"alchemylab.craft.button","Muuta muotoa"
"alchemylab.description.transmuting","Muodonmuutoksessa: {0}"
"alchemylab.description.transmuting.max","Muodonmuutoksessa: {0} (maks.)"
"alchemylab.extra","Ylimääräinen!"
"alchemylab.migration.info.body","Alkemialaboratorioon on tullut päivitys! Meneillään olleet toiminnot on muutosten vuoksi suoritettu automaattisesti loppuun ja jonossa olleet toiminnot hyvitetty. Tulokset löydät viesteistäsi!"
"alchemylab.migration.info.title","Alkemialaboratorion päivitys"
"alchemylab.migration.refundmail.body","Alkemialaboratorio on päivitetty! Jonossa olleet muodonmuutokset on hyvitetty.

Nämä esineet ja resurssit sinulla oli jonossa."
"alchemylab.migration.refundmail.title","Alkemialaboratorion muodonmuutokset hyvitetty"
"alchemylab.migration.researchmail.body","Alkemialaboratorio on päivitetty! Meneillään ollut tutkimuksesi on suoritettu automaattisesti loppuun ja kerätty."
"alchemylab.migration.researchmail.title","Alkemialaboratorion tutkimus suoritettu"
"alchemylab.migration.resultmail.body","Alkemialaboratorio on päivitetty! Meneillään olleet muodonmuutoksesi on suoritettu automaattisesti loppuun.

Tässä tulokset kaikista valmistuneista ja lunastamattomista muodonmuutoksistasi."
"alchemylab.migration.resultmail.title","Alkemialaboratorion muodonmuutokset suoritettu"
"alchemylab.ready","Muodonmuutos on valmis!"
"alchemylab.researchingelsewhere","Voit tutkia tämän ohjeen, kun jokin toinen tutkimus valmistuu."
"alchemylab.showavailableingredients.button","Näytä kaikki"
"alchemylab.showchoseningredients.button","Näytä valitut"
"alchemylab.transmutation.cancel","Näiden esineiden muodonmuutos on jo alkanut. Jos poistat tämän muodonmuutoksen jonosta, kaikki käyttämäsi esineet ja resurssit [#!]tuhoutuvat pysyvästi[#]!

Haluatko varmasti tuhota nämä esineet ja resurssit?"
"alchemylab.transmutationready.message","Muodonmuutoksen tulokset:"
"alchemylab.transmute.autofill","Täytä automaattisesti"
"alchemylab.transmute.button","Muuta muotoa"
"alchemylab.transmute.cauldron_full","Pata täynnä!"
"alchemylab.transmute.confirmation.epic","Tähän muodonmuutokseen käytettävien [#!]eeppisten ylennysmateriaalien[#] määrä: {0}.

Oletko varma?"
"alchemylab.transmute.odds.title","Muodonmuutostiheydet"
"alchemylab.transmute.required_ingredients","Tarvittavat ainesosat:"
"alchemylab.transmutetime","Muodonmuutoksen kesto: [#!]{0}[#]"
"alkashard.dialog.cost","Käytetyt alkemiasirpaleet:"
"alkashard.dialog.guide","Valitse yksi seuraavista:"
"alkashard.dialog.info.message","Saat valita yhden satunnaisen valikoiman esineistä, kun yhdistät alkemiasirpaleita.

Esinevalinta säilyy samana, kunnes alkemiasirpaleet on yhdistetty."
"alkashard.dialog.title","Yhdistä alkemiasirpaleita"
"alkashard.done.dialog.title","Yhdistetty alkemiasirpaleista!"
"alliance.activetitan","Aktiivinen titaani"
"alliance.activity","[#!]Aktiivisuus:[#] [%115]{0}[%]"
"alliance.activity.description","Online-tilassa äskettäin olleiden liittouman jäsenten prosenttiosuus."
"alliance.activity.title","Liittouman aktiivisuus"
"alliance.activity_entry","Aktiivisuus:"
"alliance.alliances","Liittoumat"
"alliance.chat.joinrequest","Hyväksy liittymispyyntö?"
"alliance.chat.joinrequest.accept","Hyväksy"
"alliance.chat.joinrequest.accepted","[#!]{0}[#] [#00ff00]hyväksyi[#]"
"alliance.chat.joinrequest.reject","Hylkää"
"alliance.chat.joinrequest.rejected","[#!]{0}[#] [#ff0000]hylkäsi[#]"
"alliance.choose_banner","Symboli"
"alliance.choose_description","Kuvaus"
"alliance.choose_flag","Kuvio"
"alliance.choose_name","Liittouman nimi"
"alliance.choose_symbol","Tunnus"
"alliance.choose_trophies","Vaaditut pokaalit"
"alliance.choose_type","Tyyppi"
"alliance.demote","Alenna"
"alliance.error.alliance_not_found","Liittoumaa ei ole enää olemassa."
"alliance.error.already_in_alliance_other","Pelaaja on jo liittynyt liittoumaan."
"alliance.error.already_requested","Olet jo pyytänyt liittyä tähän liittoumaan."
"alliance.error.banned","Pyyntösi liittyä tähän liittoumaan on hylätty äskettäin."
"alliance.error.block_edit_name","Liittouman nimi ja kuvaus on väliaikaisesti estetty."
"alliance.error.cant_attack_titan.message","Titaania vastaan hyökkäys edellyttää, että olit liittouman jäsen ennen titaanin ilmestymistä.

Voit hyökätä seuraavaa titaania vastaan, joka ilmestyy tälle liittoumalle."
"alliance.error.cant_attack_titan.rare.message","Harvinaisia titaaneja vastaan hyökkäys edellyttää, että olet liittoumassa vähintään {0} päivää."
"alliance.error.cant_attack_titan.title","Hyökkäys ei ole sallittu"
"alliance.error.full","Liittouma on täynnä."
"alliance.error.hexmap.already_finished","Tapahtuma on jo päättynyt."
"alliance.error.hexmap.attacker_in_battle","Hyökkääjä on jo taistelussa."
"alliance.error.hexmap.chest.already_claimed","Arkku on jo lunastettu."
"alliance.error.hexmap.chest.not_enough_keys","Sinulla ei ole tarpeeksi avaimia arkun avaamiseen."
"alliance.error.hexmap.chest.unknown","Arkkua ei löytynyt."
"alliance.error.hexmap.invalid_path","Väärä polku valittu."
"alliance.error.hexmap.invalid_team","Kaikki ryhmäsi sankarit on kukistettu."
"alliance.error.hexmap.no_energy_left","Sinulla ei ole tarpeeksi energiaa."
"alliance.error.hexmap.player.unknown","Pelaajaa ei löytynyt."
"alliance.error.hexmap.target.dead","Vihollinen on jo kukistettu."
"alliance.error.hexmap.target.unknown","Tuntematon vihollinen valittu."
"alliance.error.invite_only","Liittoumaan pääsee vain kutsulla. Yritä uudelleen."
"alliance.error.name.taken","Antamasi nimi on jo varattu."
"alliance.error.name.too_short","Liittouman nimen on oltava vähintään {0} merkkiä pitkä."
"alliance.error.not_enough_trophies","Sinulla ei ole tarpeeksi pokaaleja liittyäksesi tähän liittoumaan."
"alliance.error.player_not_found","Pelaajaa ei ole enää olemassa."
"alliance.error.text_validation","Liittouman nimeä tai kuvausta ei ole hyväksytty."
"alliance.error.unknown","Liittoumaa ei ole enää olemassa."
"alliance.error.war.already_finished","Sota päättyi jo."
"alliance.error.war.attacker_in_battle","Hyökkäys ei onnistu. Yritä myöhemmin uudelleen."
"alliance.error.war.defense.war_started","Puolustusryhmää ei voida päivittää. Sota on jo alkanut!"
"alliance.error.war.invalid_assist_dragon_count","Hyökkäys ei onnistu. Yritä myöhemmin uudelleen."
"alliance.error.war.invalid_team","Valitsemasi hyökkäysryhmä ei kelpaa."
"alliance.error.war.no_attacks_left","Sotaenergia lopussa!"
"alliance.error.war.target.dead","Kohde on jo kukistettu."
"alliance.error.war.target.not_found","Sopivaa kohdetta ei löytynyt."
"alliance.error.war.target.reserved","Kohde on jo varattu."
"alliance.error.war.target.under_attack","Kohde on jo hyökkäyksen alla."
"alliance.error.war.target.unknown","Tuntematon kohde. Yritä myöhemmin uudelleen."
"alliance.error.war_battle_conflict","Tapahtui odottamaton virhe. Tutkimme ongelmaa ja korjaamme sen mahdollisimman pian."
"alliance.event.alliance_gift.alliance_christmas_gift_offer","[#!]{0}[#] lähetti talvilahjoja! Tarkistahan viestisi!"
"alliance.event.alliance_gift.alliance_christmas_webstore_gift","[#!]{0}[#] lähetti talvilahjoja! Tarkistahan viestisi!"
"alliance.event.alliance_gift.alliance_valentines_webstore_gift","[#!]{0}[#] toivottaa hyvää ystävänpäivää! Tarkistahan viestisi!"
"alliance.event.alliance_gift.alliancegiftoffer_gift","[#!]{0}[#] lähetti jalokivilähetyksiä! Tarkistahan viestisi!"
"alliance.event.alliance_gift.battle_item_alliancemember_gift","[#!]{0}[#] lähetti taisteluesineitä! Tarkistahan viestisi!"
"alliance.event.alliance_gift.com.smallgiantgames.empires.6th_birthday_gift_zynga","[#!]{0}[#] lähettää terveisiä! Tarkistahan viestisi!"
"alliance.event.alliance_gift.default","[#!]{0}[#] lähettää terveisiä! Tarkistahan viestisi!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day1","[#!]{0}[#] toivottaa hyvää kultaista viikkoa! Tarkistahan viestisi!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day2","[#!]{0}[#] toivottaa hyvää kultaista viikkoa! Tarkistahan viestisi!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day3","[#!]{0}[#] toivottaa hyvää kultaista viikkoa! Tarkistahan viestisi!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day4","[#!]{0}[#] toivottaa hyvää kultaista viikkoa! Tarkistahan viestisi!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day5","[#!]{0}[#] toivottaa hyvää kultaista viikkoa! Tarkistahan viestisi!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day6","[#!]{0}[#] toivottaa hyvää kultaista viikkoa! Tarkistahan viestisi!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day7","[#!]{0}[#] toivottaa hyvää kultaista viikkoa! Tarkistahan viestisi!"
"alliance.event.alliance_gift.valentines2018_alliance_member_gift","[#!]{0}[#] toivottaa hyvää ystävänpäivää! Tarkistahan viestisi!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_1","[#!]{0}[#] toivottaa hyvää liittoumaviikkoa! Tarkistahan viestisi!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_2","[#!]{0}[#] toivottaa hyvää liittoumaviikkoa! Tarkistahan viestisi!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_3","[#!]{0}[#] toivottaa hyvää liittoumaviikkoa! Tarkistahan viestisi!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_4","[#!]{0}[#] toivottaa hyvää liittoumaviikkoa! Tarkistahan viestisi!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_5","[#!]{0}[#] toivottaa hyvää liittoumaviikkoa! Tarkistahan viestisi!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_6","[#!]{0}[#] toivottaa hyvää liittoumaviikkoa! Tarkistahan viestisi!"
"alliance.event.demote","[#!]{0}[#] alensi pelaajan [#!]{1}[#]."
"alliance.event.event_ended","[#!]Liittoumaseikkailu[#] on päättynyt."
"alliance.event.event_ending","[#!]Liittoumaseikkailu[#] päättyy {0} kuluttua!"
"alliance.event.event_started","[#!]Liittoumaseikkailu[#] on alkanut!"
"alliance.event.event_starting","[#!]Liittoumaseikkailu[#] alkaa {0} kuluttua!"
"alliance.event.hexmap_ended","[#!]Hirviösaari-tapahtuma[#] päättyi."
"alliance.event.hexmap_ending","[#!]Hirviösaari-tapahtuma[#] päättyy 24 tunnin päästä!"
"alliance.event.hexmap_started","[#!]Hirviösaari-tapahtuma[#] alkoi!"
"alliance.event.hexmap_starting","[#!]Hirviösaari-tapahtuma[#] alkaa 24 tunnin päästä!"
"alliance.event.inactive_leader_election","Johtajan passiivisuuden vuoksi {0} on valittu uudeksi johtajaksi"
"alliance.event.inactive_leader_final","Liittoumasi johtaja on ollut passiivinen jo jonkin aikaa. Uusi johtaja valitaan automaattisesti liittouman sopivien jäsenten joukosta {0} kuluttua. Tämä on viimeinen ilmoitus."
"alliance.event.inactive_leader_first","Liittoumasi johtaja on ollut passiivinen jo jonkin aikaa. Uusi johtaja valitaan automaattisesti liittouman sopivien jäsenten joukosta {0} kuluttua."
"alliance.event.inactive_leader_no_active_elders","Uuden liittouman johtajan valintaprosessi on keskeytetty, sillä sopivia liittouman jäseniä ei ollut saatavilla."
"alliance.event.inactive_leader_returned","Liittouman johtaja on palannut. Uutta johtajaa ei valita, jos liittouman johtaja on aktiivinen."
"alliance.event.join","[#!]{0}[#] liittyi liittoumaan."
"alliance.event.kick","[#!]{0}[#] potkaisi pelaajan [#!]{1}[#] liittoumasta."
"alliance.event.leave","[#!]{0}[#] poistui liittoumasta."
"alliance.event.level_up","[#!]{0}[#] saavutti tason [#!]{1}[#]!"
"alliance.event.promote","[#!]{0}[#] korotti pelaajan [#!]{1}[#] arvoa."
"alliance.event.titan_created","Uusi titaani on ilmestynyt!"
"alliance.event.titan_escaped","Titaani pakeni."
"alliance.event.titan_killed","Titaani on kukistettu!"
"alliance.event.top_attackers","Parhaat titaanihyökkääjät: {0}
Harppuunoita käytetty: [#!]{1}[#]"
"alliance.event.top_attackers_no_harpoons","Parhaat titaanihyökkääjät: {0}"
"alliance.event.top_hexmap_players","Hirviösaaren parhaat pelaajat: {0}"
"alliance.event.top_war_attackers","Parhaat sotahyökkääjät: {0}"
"alliance.event.update_description","[#!]{0}[#] vaihtoi liittouman kuvausta."
"alliance.event.update_featured_message_enabled_false","[#!]{0}[#] poisti kiinnitetyn liittoumaviestin."
"alliance.event.update_featured_message_enabled_true","[#!]{0}[#] asetti uuden kiinnitetyn viestin liittoumalle."
"alliance.event.update_language","[#!]{0}[#] vaihtoi liittouman kielen."
"alliance.event.update_name","[#!]{0}[#] vaihtoi liittouman nimen."
"alliance.event.update_required_trophies","[#!]{0}[#] vaihtoi liittouman pokaalivaatimukseksi: [#!]{1}[#]."
"alliance.event.update_symbol","[#!]{0}[#] vaihtoi liittouman symbolin."
"alliance.event.update_type.inviteonly","[#!]{0}[#] vaihtoi liittouman tyypiksi: [#!]Vain kutsu[#]."
"alliance.event.update_type.open","[#!]{0}[#] vaihtoi liittouman tyypiksi: [#!]Avoin[#]."
"alliance.event.war_created","{0} [#!]liittoumasotien[#] alkuun. Valmistele puolustuksesi!"
"alliance.event.wars_enabled_false","[#!]{0}[#] on estänyt liittouman osallistumisen [#!]liittoumasotiin[#]."
"alliance.event.wars_enabled_true","[#!]{0}[#] on sallinut liittouman osallistumisen [#!]liittoumasotiin[#]."
"alliance.exmember","[Entinen jäsen]"
"alliance.hexmap.keys","Avaimet"
"alliance.hexmap.more_in","Lisää tulossa: {0}"
"alliance.hexmap.remaining_health","Jäljellä oleva terveys:"
"alliance.hexmap.status.finished","Tapahtuma päättyi!"
"alliance.hexmap.team","Hirviösaaren ryhmä"
"alliance.indicator.create","Käsitellään..."
"alliance.indicator.refresh","Päivitetään..."
