"KEY","TEXT"
"aetherpower.statuseffect.minor.aetherpowerspecialskilldefensemodifier.single.allies","في بداية كل معركة، يحصل هذا البطل على دفاع بنسبة {SPECIALSKILLDEFENSE}% ضد المهارات الخاصة طوال {TURNS} من الجولات.

 في المعارك ذات الموجات المتعددة، يتم تحديث التأثير في بداية كل موجة."
"aetherpower.statuseffect.minor.block.single.allies","في بداية كل معركة، يتمتع هذا البطل بفرصة تبلغ {BLOCKCHANCE}% لتخفيض أي ضرر يتلقاه إلى 1 طوال {TURNS} من الجولات.

في المعارك ذات الموجات المتعددة، يتم تحديث التأثير في بداية كل موجة."
"aetherpower.statuseffect.minor.counterattack.single.allies","في بداية كل معركة، يصد هذا البطل الهجمات بنسبة {DEFLECTION}% من الضرر المتلقاة طوال {TURNS} من الجولات.

في المعارك ذات الموجات المتعددة، يتم تحديث التأثير في بداية كل موجة."
"aetherpower.statuseffect.minor.debuffshield.single.allies","في بداية كل معركة، يتمتع هذا البطل بمناعة ضد حالات المرض الجديدة طوال {TURNS} من الجولات.

.في المعارك ذات الموجات المتعددة، يتم تحديث التأثير في بداية كل موجة."
"aetherpower.statuseffect.minor.dodgespecialdamage.single.allies","في بداية كل معركة، يحصل هذا البطل على فرصة بنسبة {DODGE}% لتفادي المهارات الخاصة التي تلحق ضررًا طوال {TURNS} من الجولات.

في المعارك ذات الموجات المتعددة، يتم تحديث التأثير في بداية كل موجة."
"aetherpower.statuseffect.minor.reflectdebuffdamage.single.allies.targets.all","في بداية كل معركة، يعكس هذا البطل نسبة {DEFLECTION}% من الضرر المتلقى من أمراض الحالات والتراكمات السلبية  لجميع الأعداء لمدة {TURNS} من الجولات.

في المعارك ذات الموجات المتعددة، يتم تحديث التأثير في بداية كل موجة."
"aetherpower.statuseffect.minor.reflectminordebuffs.single.allies.randomenemy","في بداية كل معركة، يعكس هذا البطل حالات المرض القابلة للتطهير التي قد يتلقاها إلى شخصية عشوائية من الفريق المقابل طوال {TURNS} من الجولات.

في المعارك ذات الموجات المتعددة، يتم تحديث التأثير في بداية كل موجة."
"aetherpower.statuseffect.minor.resistnewparasites.single.allies","في بداية كل معركة، يتمتع هذا البطل بمناعة ضد حالات المرض الجديدة طوال {TURNS} من الجولات.

في المعارك ذات الموجات المتعددة، يتم تحديث التأثير في بداية كل موجة."
"aetherpower.statuseffect.minor.revive.aetherrevive.single.allies","إذا تمت هزيمة هذا البطل خلال أول {TURNS} من جولات المعركة، فسيُعاد انبعاثه في بداية جولته التالية بصحة مقدارها {HEALTH}%. تتم إزالة جميع تأثيرات الحالة والتراكمات عند هزيمة البطل.

في المعارك ذات الموجات المتعددة، يُعاد تحديث التأثير في بداية كل موجة."
"aetherpower.statuseffect.minor.taunt.single.allies","في بداية كل معركة، يحصل هذا البطل على استهزاء يمنع الأعداء من استخدام مهارات خاصة على حلفاء البطل طوال {TURNS} من الجولات.

في المعارك ذات الموجات المتعددة، يتم تحديث التأثير في بداية كل موجة."
"alchemy.surplusremoval.body","تم تحديد 100 تحويل لكل وصفة حدًّا أقصى لمختبر الكيمياء الآن. تمت إزالة جميع التحويلات التي تجاوزت الحد الأقصى من قائمة الانتظار، وتم إرفاق المكونات المستخدمة لها في هذه الرسالة."
"alchemy.surplusremoval.title","مكونات مختبر الكيمياء"
"alchemylab.alchemy","مختبر الكيمياء"
"alchemylab.boost","تعزيز"
"alchemylab.boost.confirmation","شراء هذا التعزيز يمنحك [#!]{0}[#] من الكاشارد إضافية. هل تود إتمام هذه المعاملة؟"
"alchemylab.boost.get_more_alkashards#1","احصل على [#!]{0}[#] من الكاشارد [#!]إضافية[#]!"
"alchemylab.boost.get_more_alkashards#2","احصل على [#!]ألكاشارديين[#] إضافيين!"
"alchemylab.boost.get_more_alkashards#3","احصل على [#!]{0}[#] إضافية من [#!]الكاشارد[#]!"
"alchemylab.boosted","تم التعزيز!"
"alchemylab.cancel.really","إنك على وشك أن [#!]تدمر نهائيًا الأغراض الملحمية[#]! [#!]لن[#] تستعيد أيًّا من الموارد أو الأدوات المستخدمة! هل أنت متأكد تمامًا؟"
"alchemylab.cancel.title","هل تود إيقاف التحويل؟"
"alchemylab.choose.text","انقر على الأدوات لتضيف المكونات"
"alchemylab.chosen.text","المكونات المختارة"
"alchemylab.craft.button","تحويل"
"alchemylab.description.transmuting","التحويل: {0}"
"alchemylab.description.transmuting.max","التحويل: {0}"
"alchemylab.extra","إضافية!"
"alchemylab.migration.info.body","هناك تحديث في مختبر الكيمياء! وتم إكمال الإجراءات التي كانت قيد التنفيذ تلقائيًّا، واسترداد الإجراءات في قائمة الانتظار لاستيعاب التغييرات. تم إرسال النتائج إلى بريدك الإلكتروني!"
"alchemylab.migration.info.title","تحديث مختبر الكيمياء"
"alchemylab.migration.refundmail.body","تم تحديث مختبر الكيمياء! وتم استرداد التحويلات في قائمة الانتظار. إليك الأدوات والموارد التي كنت تمتلكها في قائمة الانتظار."
"alchemylab.migration.refundmail.title","تم استرداد تحويلات مختبر الكيمياء"
"alchemylab.migration.researchmail.body","تم تحديث مختبر الكيمياء! تم الانتهاء من البحث الذي كان قيد التنفيذ تلقائيًّا وجمعه."
"alchemylab.migration.researchmail.title","تم الانتهاء من بحث مختبر الكيمياء"
"alchemylab.migration.resultmail.body","تم تحديث مختبر الكيمياء! تم الانتهاء من التحويلات التي كانت قيد التنفيذ تلقائيًّا. إليك نتائج جميع التحويلات المنتهية، والتي لم تطالب بها بعد."
"alchemylab.migration.resultmail.title","تم الانتهاء من تحويلات مختبر الكيمياء"
"alchemylab.ready","انتهى التحويل!"
"alchemylab.researchingelsewhere","انتظر حتى ينتهي بحث آخر لتبحث في هذه الوصفة."
"alchemylab.showavailableingredients.button","عرض الجميع"
"alchemylab.showchoseningredients.button","عرض المختارة"
"alchemylab.transmutation.cancel","بدأ تحويل هذه الأغراض بالفعل. إذا قمت بإزالة هذا التحويل من الصف، فسيتم تدمير كل الأغراض والموارد التي أنفقتها [#!]نهائيًا[#]! هل أنت متأكد من أنك تريد تدمير هذه الأغراض والموارد؟"
"alchemylab.transmutationready.message","نتائج التحويل:"
"alchemylab.transmute.autofill","تعبئة أوتوماتيكية"
"alchemylab.transmute.button","تحويل"
"alchemylab.transmute.cauldron_full","امتلأ القدر!"
"alchemylab.transmute.confirmation.epic","إنك على وشك استهلاك {0} [#!]من أدوات التصعيد الملحمية[#] في هذا التحويل. هل أنت متأكد؟"
"alchemylab.transmute.odds.title","معدّلات التحويل"
"alchemylab.transmute.required_ingredients","المكونات المطلوبة:"
"alchemylab.transmutetime","مدة التحويل: [#!]{0}[#]"
"alkashard.dialog.cost","الكاشارد المستخدمة:"
"alkashard.dialog.guide","اختَر أحد الأمور التالية:"
"alkashard.dialog.info.message","يمكنك أن تختار أحد الأدوات من مجموعة عشوائية من الأدوات حين تجمع الكاشارد. مجموعة الأدوات تبقى نفسها إلى أن تُجمع الكاشارد."
"alkashard.dialog.title","جمع الكاشارد"
"alkashard.done.dialog.title","جُمع من الكاشارد!"
"alliance.activetitan","عملاق نشط"
"alliance.activity","[#!]النشاط:[#] [%115]{0}[%]"
"alliance.activity.description","يحدد نسبة أعضاء الاتحاد الذين كانوا متصلين بالإنترنت مؤخرًا."
"alliance.activity.title","نشاط الاتحاد"
"alliance.activity_entry","النشاط:"
"alliance.alliances","التحالفات"
"alliance.chat.joinrequest","هل تقبل طلب الانضمام؟"
"alliance.chat.joinrequest.accept","قبول"
"alliance.chat.joinrequest.accepted","[#00ff00]تم القبول[#] من قبل [#!]{0}[#]"
"alliance.chat.joinrequest.reject","رفض"
"alliance.chat.joinrequest.rejected","[#ff0000]تم الرفض[#] من قبل [#!]{0}[#]"
"alliance.choose_banner","رمز التحالف"
"alliance.choose_description","الوصف"
"alliance.choose_flag","النمط"
"alliance.choose_name","اسم التحالف"
"alliance.choose_symbol","الرمز"
"alliance.choose_trophies","الجوائز المطلوبة"
"alliance.choose_type","النوع"
"alliance.demote","خفض الرتبة"
"alliance.error.alliance_not_found","لم يعد التحالف موجوداً."
"alliance.error.already_in_alliance_other","انضم اللاعب إلى تحالف بالفعل."
"alliance.error.already_requested","سبق وطلبت الانضمام إلى هذا التحالف."
"alliance.error.banned","تمّ مؤخراً رفض طلب انضمامك إلى هذا التحالف."
"alliance.error.block_edit_name","تعطل اسم التحالف ووصفه مؤقتًا."
"alliance.error.cant_attack_titan.message","لتتمكّن من الهجوم على العملاق، كان يجب أن تكون عضواً في التحالف قبل ظهوره. يمكنك أن تهاجم العملاق التالي الذي يظهر لهذا التحالف."
"alliance.error.cant_attack_titan.rare.message","للتمكُّن من مهاجمة العمالقة النادرين، يجب أن يمضي على وجودك في التحالف {0} من الأيام على الأقل."
"alliance.error.cant_attack_titan.title","الهجوم غير مسموح"
"alliance.error.full","اكتمل التحالف."
"alliance.error.hexmap.already_finished","انتهى الحدث بالفعل."
"alliance.error.hexmap.attacker_in_battle","المهاجم في المعركة بالفعل."
"alliance.error.hexmap.chest.already_claimed","تمت المطالبة بالصندوق."
"alliance.error.hexmap.chest.not_enough_keys","ليس لديك ما يكفي من المفاتيح لفتح الصندوق."
"alliance.error.hexmap.chest.unknown","لا يمكن العثور على الصندوق."
"alliance.error.hexmap.invalid_path","الطريق المحدد غير صالح."
"alliance.error.hexmap.invalid_team","تم التغلب على كل الأبطال في فريقك."
"alliance.error.hexmap.no_energy_left","ليس لديك ما يكفي من الطاقة."
"alliance.error.hexmap.player.unknown","تعذر العثور على اللاعب."
"alliance.error.hexmap.target.dead","تم التغلب على العدو بالفعل."
"alliance.error.hexmap.target.unknown","تم تحديد العدو المجهول."
"alliance.error.invite_only","الدخول إلى التحالف بالدعوة فقط. يُرجى المحاولة مجددًا."
"alliance.error.name.taken","الاسم الذي اخترته غير متوفر."
"alliance.error.name.too_short","يجب أن يتألف اسمك من {0} أحرف على الأقل."
"alliance.error.not_enough_trophies","لا تملك جوائز كافية للانضمام إلى هذا التحالف."
"alliance.error.player_not_found","لم يعد اللاعب موجوداً."
"alliance.error.text_validation","لم تتم الموافقة على اسم التحالف أو الوصف."
"alliance.error.unknown","لم يعد التحالف موجودًا."
"alliance.error.war.already_finished","سبق وانتهت الحرب."
"alliance.error.war.attacker_in_battle","تعذر الهجوم. يرجى معاودة المحاولة لاحقاً."
"alliance.error.war.defense.war_started","لا يمكنك تحديث فريق الدفاع. سبق وبدأت الحرب!"
"alliance.error.war.invalid_assist_dragon_count","تعذر الهجوم. يُرجى معاودة المحاولة لاحقاً."
"alliance.error.war.invalid_team","فريق الهجوم الذي اخترته غير صالح."
"alliance.error.war.no_attacks_left","نفذت طاقة الحرب!"
"alliance.error.war.target.dead","سبق وهُزم الهدف."
"alliance.error.war.target.not_found","تعذر العثور على هدف صالح."
"alliance.error.war.target.reserved","الهدف محجوز."
"alliance.error.war.target.under_attack","الهدف تحت الهجوم الآن."
"alliance.error.war.target.unknown","الهدف غير معروف. يرجى معاودة المحاولة لاحقاً."
"alliance.error.war_battle_conflict","طرأ خطأ غير متوقع. سنحقق في المسألة ونحلها في أسرع وقت ممكن."
"alliance.event.alliance_gift.alliance_christmas_gift_offer","تم إرسال هدايا الشتاء من [#!]{0}[#] تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.alliance_christmas_webstore_gift","تم إرسال هدايا الشتاء من [#!]{0}[#]! تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.alliance_valentines_webstore_gift","عيد حب سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.alliancegiftoffer_gift","لقد أرسلت شحنات الجواهر من [#!]{0}[#]! فليتفقد الجميع بريدهم الالكتروني!"
"alliance.event.alliance_gift.battle_item_alliancemember_gift","تم إرسال أدوات المعارك من [#!]{0}[#]! تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.com.smallgiantgames.empires.6th_birthday_gift_zynga","تم إرسال أدوات المعارك من [#!]{0}[#] تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.default","تم إرسال أدوات المعارك من [#!]{0}[#] تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day1","أسبوع ذهبي سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day2","أسبوع ذهبي سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day3","أسبوع ذهبي سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day4","أسبوع ذهبي سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day5","أسبوع ذهبي سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day6","أسبوع ذهبي سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day7","أسبوع ذهبي سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.valentines2018_alliance_member_gift","عيد حب سعيد من [#!]{0}[#] تفقدوا جميعًا بريدكم الإلكتروني!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_1","أسبوع تحالف سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الوارد!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_2","أسبوع تحالف سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الوارد!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_3","أسبوع تحالف سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الوارد!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_4","أسبوع تحالف سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الوارد!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_5","أسبوع تحالف سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الوارد!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_6","أسبوع تحالف سعيد من [#!]{0}[#]! تفقدوا جميعًا بريدكم الوارد!"
"alliance.event.demote","تم خفض رتبة [#!]{1}[#] بمقدار [#!]{0}[#]."
"alliance.event.event_ended","لقد انتهت [#!]مهمة التحالف[#]."
"alliance.event.event_ending","ستنتهي [#!]مهمة التحالف[#] خلال {0}!"
"alliance.event.event_started","لقد بدأت [#!]مهمة التحالف[#]!"
"alliance.event.event_starting","ستبدأ [#!]مهمة التحالف[#] خلال {0}!"
"alliance.event.hexmap_ended","انتهى [#!]حدث جزيرة الوحوش[#]."
"alliance.event.hexmap_ending","سينتهى [#!]حدث جزيرة الوحوش[#] خلال 24 ساعة."
"alliance.event.hexmap_started","[#!]حدث جزيرة الوحوش[#] بدأ!"
"alliance.event.hexmap_starting","سيبدأ [#!]حدث جزيرة الوحوش[#] خلال 24 ساعة!"
"alliance.event.inactive_leader_election","بسبب عدم نشاط القائد الحالي، تم اختيار {0} ليصبح القائد الجديد."
"alliance.event.inactive_leader_final","قائد تحالفك غير نشط منذ مدة. سيتم اختيار قائد جديد تلقائيًّا من أعضاء التحالف المؤهلين خلال {0}. هذا هو الإشعار النهائي."
"alliance.event.inactive_leader_first","قائد تحالفك غير نشط منذ مدة. سيتم اختيار قائد جديد تلقائيًّا من أعضاء التحالف المؤهلين خلال {0}."
"alliance.event.inactive_leader_no_active_elders","تم إيقاف عملية اختيار قائد التحالف، نظرًا لعدم توافر أعضاء تحالف مؤهلين."
"alliance.event.inactive_leader_returned","عاد قائد التحالف. لن يتم اختيار قائد جديد إذا أصبح قائد التحالف نشطًا."
"alliance.event.join","انضم [#!]{0}[#] إلى التحالف."
"alliance.event.kick","[#!]{0}[#] طرد [#!]{1}[#] من التحالف."
"alliance.event.leave","[#!]{0}[#] غادر التحالف."
"alliance.event.level_up","[#!]{0}[#] وصل إلى المرحلة [#!]{1}[#]!"
"alliance.event.promote","[#!]{0}[#] رفع رتبة [#!]{1}[#]"
"alliance.event.titan_created","ظهر عملاق جديد!"
"alliance.event.titan_escaped","هرب العملاق."
"alliance.event.titan_killed","هُزم العملاق!"
"alliance.event.top_attackers","أفضل العمالقة المهاجمين: {0} الرماح المستخدمة: [#!]{1}[#]"
"alliance.event.top_attackers_no_harpoons","أفضل العمالقة المهاجمين: {0}"
"alliance.event.top_hexmap_players","أفضل اللاعبين في جزيرة الوحوش: {0}"
"alliance.event.top_war_attackers","أفضل المهاجمين في الحرب: {0}"
"alliance.event.update_description","[#!]{0}[#] عدّل وصف التحالف."
"alliance.event.update_featured_message_enabled_false","[#!]{0}[#] أزال رسائل التحالف الخاصة."
"alliance.event.update_featured_message_enabled_true","وضع [#!]{0}[#] رسالة جديدة خاصة بالتحالف."
"alliance.event.update_language","[#!]{0}[#] غيّر لغة التحالف."
"alliance.event.update_name","[#!]{0}[#] غيّر اسم التحالف."
"alliance.event.update_required_trophies","[#!]{0}[#] غيّر متطلبات التحالف للحصول على جائزة إلى [#!]{1}[#]."
"alliance.event.update_symbol","[#!]{0}[#] غيّر رمز التحالف."
"alliance.event.update_type.inviteonly","[#!]{0}[#] غيّر نوع التحالف ليصبح [#!]بالدعوة فقط[#]."
"alliance.event.update_type.open","[#!]{0}[#] غيّر نوع التحالف إلى [#!]مفتوح[#]."
"alliance.event.war_created","تبدأ [#!]حرب التحالفات[#] في {0}. استعدّ للدفاع!"
"alliance.event.wars_enabled_false","[#!]{0}[#] أبطل [#!]حروب التحالف[#] للتحالف."
"alliance.event.wars_enabled_true","[#!]{0}[#] مكّن [#!]حروب التحالف[#] للتحالف."
"alliance.exmember","[عضو سابق]"
"alliance.hexmap.keys","المفاتيح"
