"KEY","TEXT"
"account_deletion.dialog.start_process.message","Nachdem du deinen Löschungsantrag gestellt hast, wird dein Spielkonto [#!]sofort gesperrt[#]. Sobald dein Löschungsantrag abgeschlossen wurde, können wir den Prozess [#!]nicht mehr rückgängig machen[#]. 

[#!]Dein gesamter Spielfortschritt geht verloren[#], einschließlich jeglicher virtueller Währung oder Gegenständen, die du verdient oder gekauft hast. Wir können dir nicht mehr mit Rückerstattungen oder anderen ausstehenden Supportanfragen, die mit diesem Spiel verbunden sind, behilflich sein.

Falls du Zahlungen auf deinem bestehenden Konto blockieren oder das damit verbundene Spiel sperren möchtest, anstatt es zu löschen, kontaktiere bitte den Spielersupport.

Bitte beachte, dass das Löschen dieses Spielkontos keine aktiven Abonnements kündigt. [#!]Abonnements müssen über den entsprechenden Anbieter gekündigt werden[#] (Apple, Google etc.).

Das Löschen deines Kontos hindert dich nicht daran, ein neues Konto zu erstellen und ein neues Spiel zu beginnen."
"account_deletion.dialog.start_process.title","Bitte bedenke Folgendes vor dem Löschen dieses Spielkontos:"
"account_deletion.reason_option.bugs_issues","Zu viele Spielfehler/Probleme"
"account_deletion.reason_option.disagree_with_policy","Ich bin nicht mit den Nutzungsbedingungen/Datenschutzbestimmungen einverstanden."
"account_deletion.reason_option.harassment_abuse","Bedenken bezüglich Belästigung/Missbrauchs"
"account_deletion.reason_option.no_longer_play","Ich spiele das Spiel nicht mehr."
"account_deletion.reason_option.other","Sonstiges"
"account_deletion.reason_option.restart_game","Ich möchte ein neues Spiel beginnen."
"account_deletion.reason_option.select_reason","[Grund auswählen]"
"account_deletion.region_dropdown.other","Sonstiges (nicht aufgeführt)"
"account_deletion.region_dropdown.select_region","[Region auswählen]"
"account_deletion.terms_checkbox","Ich möchte dieses Spiekonto löschen. Ich verstehe, dass ich jeglichen Spielfortschritt und in diesem Spiel gesammelte virtuelle Gegenstände verliere und dass dieser Prozess nicht rückgängig gemacht werden kann, sobald er abgeschlossen wurde."
"accountswitch.cloud","Cloud"
"accountswitch.current","Aktuell"
"accountswitch.keep","Behalten"
"accountswitch.message","Du kannst entweder den Fortschritt beibehalten oder abbrechen, falls du dich später entscheiden möchtest."
"accountswitch.replace_cloud","Nur diesen behalten"
"accountswitch.replace_cloud.info","Wenn du das Cloud-Konto durch das aktuelle Konto ersetzen möchtest, so bestätige bitte die Verknüpfung."
"accountswitch.replace_cloud.title","Cloud-Konto ersetzen"
"accountswitch.replace_current.info","Wenn du das aktuelle Konto durch das Cloud-Konto ersetzen möchtest, so bestätige bitte die Verknüpfung."
"accountswitch.replace_current.title","Aktuelles Konto ersetzen"
"accountswitch.stronghold","Festungslvl"
"accountswitch.switch","Laden"
"accountswitch.title","Konto wählen"
"accountswitch.trophies","Trophäen"
"accountswitch.xp","EP-Level"
"ads.disabled.popup.description","Anzeigen sind in diesem Build nicht verfügbar. Du erhältst trotzdem Belohnungen."
"ads.disabled.popup.title","Keine Werbung verfügbar"
"advanced_buildings.title#1","Neues fortgeschrittenes Gebäude freigeschaltet"
"advanced_buildings.title#2","Neue fortgeschrittene Gebäude freigeschaltet"
"advanced_buildings.title#3","Neue fortgeschrittene Gebäude freigeschaltet"
"aetherpower.statuseffect.minor.aetherpowerattackmodifier.single.allies","Zu Beginn jedes Kampfes erhält dieser Held {TURNS} Züge lang {ATTACK} % Angriff.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerberserk.single.allies","Zu Beginn jedes Kampfes erhält dieser Held {TURNS} Züge lang {ATTACK} % Angriff sowie weitere {CHANGE} % für jeden erlittenen Treffer, bis zu {MAXMODIFIER} % Angriff.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerberserkdefense.single.allies","Zu Beginn jedes Kampfes erhält dieser Held {TURNS} Züge lang {DEFENSE} % Verteidigung sowie weitere {CHANGE} % für jeden erlittenen Treffer, bis zu {MAXMODIFIER} % Abwehr.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerdebuffdamagemodifier.single.allies","Zu Beginn jedes Kampfes erhält dieser Held {TURNS} Züge lang {MULTIPLIER} % Reduzierung des Schadens, den er durch negative Statusänderungen und negative Stapel erleidet.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerdefensemodifier.single.allies","Zu Beginn jedes Kampfes erhält dieser Held {TURNS} Züge lang {DEFENSE} % Verteidigung.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerdispel.single.allies.minordebuff","Zu Beginn jedes Kampfes werden die negativen Statusänderungen dieses Helden {TURNS} Züge lang am Ende jeder Runde zurückgesetzt.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerfixedhealthrecovery.healthboost.single.allies","Zu Beginn jedes Kampfes stellt dieser Held {TURNS} Züge lang {TOTAL} verstärktes Leben wieder her. Verstärktes Leben kann die max. LP übersteigen.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerfixedhealthrecovery.single.allies","Zu Beginn jedes Kampfes stellt dieser Held {TURNS} Züge lang {TOTAL} Leben wieder her.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerfixedmanarecovery.small.single.allies","Zu Beginn jedes Kampfes erhält dieser Held {TURNS} Züge lang eine kleine Menge Mana.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowergamble.single.allies","Zu Beginn jedes Kampfes erhält dieser Held {TURNS} Züge lang {ATTACK} % Angriff mit {ACCURACY} % Genauigkeit.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerhealmultiplier.single.allies","Zu Beginn jedes Kampfes wird die Heilung dieses Helden {TURNS} Züge lang für jede erhaltene Heilung um {HEALING} % erhöht.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerlifesteal.single.allies","Zu Beginn jedes Kampfes heilt dieser Held {TURNS} Züge lang {LIFESTEAL} % des verursachten normalen Schadens.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowermanagenerationmodifier.single.allies","Zu Beginn jedes Kampfes regeneriert dieser Held {TURNS} Züge lang {MANAREGEN} % Mana.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowermummyreincarnation.single.allies","Wenn dieser Held während der ersten 5 Züge eines Kampfes besiegt wird, ersteht er als Mumie mit {ATTACK} % Angriff und {DEFENSE} % Verteidigung wieder auf.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerreceiveddamagemodifier.single.allies.decrease","Zu Beginn jedes Kampfes wird der gesamte erlittene Schaden dieses Helden {TURNS} Züge lang um [#!]{DAMAGEREDUCTION} %[#] reduziert.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerreflectminordebuffstorandomenemy.single.allies","Zu Beginn jedes Kampfes reflektiert dieser Held {TURNS} Züge lang reinigbare negative Statusänderungen , die er erhalten würde, auf einen zufälligen Charakter des gegnerischen Teams.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerspecialdamagepowermodifier.single.allies","Zu Beginn jedes Kampfes verursacht die Spezialfähigkeit dieses Helden {TURNS} Züge lang zusätzlich {POWER} % Schaden.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.aetherpowerspecialskilldefensemodifier.single.allies","Zu Beginn jedes Kampfes erhält dieser Held {TURNS} Züge lang {SPECIALSKILLDEFENSE} % Verteidigung gegen Spezialfähigkeiten.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.block.single.allies","Zu Beginn jedes Kampfes wird jeglicher erlittene Schaden dieses Helden {TURNS} Züge lang mit einer Wahrscheinlichkeit von {BLOCKCHANCE} % auf 1 reduziert.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.counterattack.single.allies","Zu Beginn jedes Kampfes führt dieser Held {TURNS} Züge lang einen Gegenangriff mit {DEFLECTION} % des erlittenen Schadens aus.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.debuffshield.single.allies","Zu Beginn jedes Kampfes ist dieser Held {TURNS} Züge lang gegen neue Statusänderungen immun.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.dodgespecialdamage.single.allies","Zu Beginn jedes Kampfes weicht dieser Held {TURNS} Züge lang mit einer Wahrscheinlichkeit von {DODGE} % Spezialfähigkeiten aus, die Schaden verursachen.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.reflectdebuffdamage.single.allies.targets.all","Zu Beginn jedes Kampfes reflektiert dieser Held {TURNS} Züge lang {DEFLECTION} % des Schadens, den er durch negative Statusänderungen und negative Stapel erleidet, auf alle Gegner.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.reflectminordebuffs.single.allies.randomenemy","Zu Beginn jedes Kampfes reflektiert dieser Held {TURNS} Züge lang reinigbare negative Statusänderungen , die er erhalten würde, auf einen zufälligen Charakter des gegnerischen Teams.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.resistnewparasites.single.allies","Zu Beginn jedes Kampfes ist dieser Held {TURNS} Züge lang gegen neue Feinde immun.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.revive.aetherrevive.single.allies","Wenn der Held während der ersten {TURNS} Züge eines Kampfes besiegt wird, dann wird er zu Beginn der nächsten Runde mit {HEALTH} % Leben wiederbelebt. Alle Statuseffekte und Stapel werden entfernt, wenn der Held besiegt wird.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"aetherpower.statuseffect.minor.taunt.single.allies","Zu Beginn jedes Kampfes erhält dieser Held {TURNS} Züge lang Verspotten. Dadurch können Gegner keine Spezialfähigkeiten auf Verbündete des Helden anwenden.

Bei Kämpfen mit mehreren Wellen wird dieser Effekt zu Beginn jeder Welle erneuert."
"alchemy.surplusremoval.body","Das Alchemielabor ist jetzt auf 100 Umwandlungen pro Rezept beschränkt. Alle Umwandlungen, die diese Grenze überschreiten, wurden aus der Warteschlange entfernt und die dafür verwendeten Zutaten hängen dieser Nachricht an."
"alchemy.surplusremoval.title","Alchemielabor-Zutaten"
"alchemylab.alchemy","Alchemie"
"alchemylab.boost","Boost"
"alchemylab.boost.confirmation","Beim Kauf dieses Boosts erhältst du [#!]{0}[#] zusätzliche Alkashards. Möchtest du die Transaktion abschließen?"
"alchemylab.boost.get_more_alkashards#1","Erhalte [#!]{0}[#] zusätzlichen [#!]Alkashard[#]!"
"alchemylab.boost.get_more_alkashards#2","Erhalte [#!]{0}[#] zusätzliche [#!]Alkashards[#]!"
"alchemylab.boost.get_more_alkashards#3","Erhalte [#!]{0}[#] zusätzliche [#!]Alkashards[#]!"
"alchemylab.boosted","Verstärkt!"
"alchemylab.cancel.really","Du bist dabei, [#!]epische Gegenstände permanent zu zerstören[#]! Du wirst [#!]keine[#] der benutzten Rohstoffe oder Gegenstände zurückerhalten!

Bist du dir absolut sicher?"
"alchemylab.cancel.title","Umwandlung abbrechen?"
"alchemylab.choose.text","Tippe auf Gegenstände, um Zutaten hinzuzufügen"
"alchemylab.chosen.text","Ausgewählte Zutaten"
"alchemylab.craft.button","Umwandeln"
"alchemylab.description.transmuting","Umwandlung: {0}"
"alchemylab.description.transmuting.max","Umwandlung: {0} (max.)"
"alchemylab.extra","Extra!"
"alchemylab.migration.info.body","Das Alchemielabor hat ein Update erhalten. Um die Änderungen anzuwenden, wurden laufende Aktionen automatisch abgeschlossen und Aktionen in der Warteschlange erstattet. Die Ergebnisse findest du in deinem Posteingang!"
"alchemylab.migration.info.title","Alchemielabor-Update"
"alchemylab.migration.refundmail.body","Das Alchemielabor wurde aktualisiert! Die Umwandlungen in deiner Warteschlange wurden erstattet.

Hier sind die Gegenstände und Rohstoffe, die in der Warteschlange waren."
"alchemylab.migration.refundmail.title","Alchemielabor-Umwandlungen erstattet"
"alchemylab.migration.researchmail.body","Das Alchemielabor wurde aktualisiert! Die laufende Forschung wurde automatisch beendet und eingesammelt."
"alchemylab.migration.researchmail.title","Alchemielabor-Forschung beendet"
"alchemylab.migration.resultmail.body","Das Alchemielabor wurde aktualisiert! Die laufenden Umwandlungen wurden automatisch abgeschlossen.

Hier sind die Ergebnisse all deiner beendeten und ausstehenden Umwandlungen."
"alchemylab.migration.resultmail.title","Alchemielabor-Umwandlungen beendet"
"alchemylab.ready","Umwandlung abgeschlossen!"
"alchemylab.researchingelsewhere","Warte, bis eine andere Forschung abgeschlossen ist, um dieses Rezept zu erforschen."
"alchemylab.showavailableingredients.button","Alle anzeigen"
"alchemylab.showchoseningredients.button","Ausgewählte anzeigen"
"alchemylab.transmutation.cancel","Die Umwandlung dieser Gegenstände hat bereits begonnen. Wenn du diese Umwandlung aus der Warteschlange entfernst, werden alle ausgegebenen Gegenstände und Rohstoffe [#!]permanent zerstört[#]!

Möchtest du diese Gegenstände und Rohstoffe wirklich zerstören?"
"alchemylab.transmutationready.message","Umwandlungsergebnisse:"
"alchemylab.transmute.autofill","Automatisch besetzen"
"alchemylab.transmute.button","Umwandeln"
"alchemylab.transmute.cauldron_full","Kessel ist voll!"
"alchemylab.transmute.confirmation.epic","Du bist dabei, in dieser Umwandlung {0} [#!]epische(s) Aufstiegsmaterial(ien)[#] zu verbrauchen.

bist du dir sicher?"
"alchemylab.transmute.odds.title","Umwandlungsraten"
"alchemylab.transmute.required_ingredients","Erforderliche Zutaten:"
"alchemylab.transmutetime","Umwandlungszeit: [#!]{0}[#]"
"alkashard.dialog.cost","Verbrauchte Alkashards:"
"alkashard.dialog.guide","Wähle einen der folgenden:"
"alkashard.dialog.info.message","Wenn du Alkashards kombinierst, kannst du einen Gegenstand aus einer zufälligen Auswahl von Gegenständen auswählen.

Die Gegenstandsauswahl bleibt gleich, bis die Alkashards kombiniert wurden."
"alkashard.dialog.title","Alkashards kombinieren"
"alkashard.done.dialog.title","Aus Alkashards kombiniert!"
"alliance.activetitan","Aktiver Titan"
"alliance.activity","[#!]Aktivität:[#] [%115]{0}[%]"
"alliance.activity.description","Zeigt an, wie viele Allianzmitglieder in letzter Zeit online waren."
"alliance.activity.title","Allianz-Aktivität"
"alliance.activity_entry","Aktivität:"
"alliance.alliances","Allianzen"
"alliance.chat.joinrequest","Beitrittsanfrage annehmen?"
"alliance.chat.joinrequest.accept","Annehmen"
"alliance.chat.joinrequest.accepted","[#00ff00]Angenommen[#] von [#!]{0}[#]"
"alliance.chat.joinrequest.reject","Ablehnen"
"alliance.chat.joinrequest.rejected","[#ff0000]Abgelehnt[#] von [#!]{0}[#]"
"alliance.choose_banner","Allianzbanner"
"alliance.choose_description","Beschreibung"
"alliance.choose_flag","Muster"
"alliance.choose_name","Allianzname"
"alliance.choose_symbol","Symbol"
"alliance.choose_trophies","Benötigte Trophäen"
"alliance.choose_type","Typ"
"alliance.demote","Degradieren"
"alliance.error.alliance_not_found","Die Allianz existiert nicht mehr."
"alliance.error.already_in_alliance_other","Der Spieler ist bereits einer Allianz beigetreten."
"alliance.error.already_requested","Du hast bereits eine Anfrage an diese Allianz geschickt."
"alliance.error.banned","Deine Beitrittsanfrage zur Allianz wurde kürzlich abgelehnt."
"alliance.error.block_edit_name","Name und Beschreibung der Allianz sind vorübergehend deaktiviert."
"alliance.error.cant_attack_titan.message","Um einen Titanen angreifen zu können, musst du bereits vor dessen Erscheinen Mitglied der Allianz gewesen sein.

Du kannst den nächsten Titanen angreifen, der für diese Allianz erscheint."
"alliance.error.cant_attack_titan.rare.message","Um seltene Titanen angreifen zu können, musst du mindestens {0} Tage in der Allianz sein."
"alliance.error.cant_attack_titan.title","Angreifen nicht erlaubt"
"alliance.error.full","Die Allianz ist voll."
"alliance.error.hexmap.already_finished","Event bereits beendet."
"alliance.error.hexmap.attacker_in_battle","Angreifer bereits im Kampf."
"alliance.error.hexmap.chest.already_claimed","Truhe bereits abgeholt."
"alliance.error.hexmap.chest.not_enough_keys","Du hast nicht genug Schlüssel, um die Truhe zu öffnen."
"alliance.error.hexmap.chest.unknown","Truhe nicht gefunden."
"alliance.error.hexmap.invalid_path","Ungültigen Weg gewählt."
"alliance.error.hexmap.invalid_team","Alle Helden in deinem Team wurden besiegt."
"alliance.error.hexmap.no_energy_left","Du hast nicht genug Energie."
"alliance.error.hexmap.player.unknown","Spieler nicht gefunden."
"alliance.error.hexmap.target.dead","Gegner bereits besiegt."
"alliance.error.hexmap.target.unknown","Unbekannten Gegner gewählt."
"alliance.error.invite_only","Diese Allianz erfordert eine Einladung. Bitte versuche es erneut."
"alliance.error.name.taken","Der gewählte Name ist bereits vergeben."
"alliance.error.name.too_short","Allianzname muss mindestens {0} Zeichen enthalten."
"alliance.error.not_enough_trophies","Du hast nicht genug Trophäen, um dieser Allianz beizutreten."
"alliance.error.player_not_found","Der Spieler existiert nicht mehr."
"alliance.error.text_validation","Allianzname oder -beschreibung nicht bewilligt."
"alliance.error.unknown","Die Allianz existiert nicht mehr."
"alliance.error.war.already_finished","Krieg bereits beendet."
"alliance.error.war.attacker_in_battle","Angriff nicht möglich. Bitte versuche es später erneut."
"alliance.error.war.defense.war_started","Das verteidigende Team kann nicht aktualisiert werden. Der Krieg hat bereits begonnen!"
"alliance.error.war.invalid_assist_dragon_count","Angriff nicht möglich. Bitte versuche es später erneut."
"alliance.error.war.invalid_team","Das ausgewählte Angriffsteam ist ungültig."
"alliance.error.war.no_attacks_left","Keine Kriegsenergie mehr!"
"alliance.error.war.target.dead","Ziel ist bereits besiegt."
"alliance.error.war.target.not_found","Kein gültiges Ziel gefunden."
"alliance.error.war.target.reserved","Ziel ist bereits reserviert."
"alliance.error.war.target.under_attack","Ziel wird bereits angegriffen."
"alliance.error.war.target.unknown","Unbekanntes Ziel. Bitte versuche es später erneut."
"alliance.error.war_battle_conflict","Ein unerwarteter Fehler ist aufgetreten. Wir werden dieses Problem untersuchen und so schnell wie möglich beheben."
"alliance.event.alliance_gift.alliance_christmas_gift_offer","Wintergeschenke von [#!]{0}[#] wurden verschickt! Checkt euren Posteingang!"
"alliance.event.alliance_gift.alliance_christmas_webstore_gift","Wintergeschenke von [#!]{0}[#] wurden verschickt! Checkt euren Posteingang!"
"alliance.event.alliance_gift.alliance_valentines_webstore_gift","Alles Gute zum Valentinstag von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.alliancegiftoffer_gift","Juwelen-Sendungen von [#!]{0}[#] wurden verschickt! Checkt euren Posteingang!"
"alliance.event.alliance_gift.battle_item_alliancemember_gift","Kampfgegenstände von [#!]{0}[#] wurden verschickt! Checkt euren Posteingang!"
"alliance.event.alliance_gift.com.smallgiantgames.empires.6th_birthday_gift_zynga","Grüße von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.default","Grüße von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day1","Fröhliche Goldene Woche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day2","Fröhliche Goldene Woche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day3","Fröhliche Goldene Woche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day4","Fröhliche Goldene Woche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day5","Fröhliche Goldene Woche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day6","Fröhliche Goldene Woche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day7","Fröhliche Goldene Woche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.valentines2018_alliance_member_gift","Alles Gute zum Valentinstag von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_1","Fröhliche Allianzwoche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_2","Fröhliche Allianzwoche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_3","Fröhliche Allianzwoche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_4","Fröhliche Allianzwoche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_5","Fröhliche Allianzwoche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_6","Fröhliche Allianzwoche von [#!]{0}[#]! Checkt euren Posteingang!"
"alliance.event.demote","[#!]{1}[#] wurde von [#!]{0}[#] degradiert."
"alliance.event.event_ended","Die [#!]Allianz-Quest[#] ist vorbei."
"alliance.event.event_ending","Die [#!]Allianz-Quest[#] endet in {0}!"
"alliance.event.event_started","Die [#!]Allianz-Quest[#] hat begonnen!"
"alliance.event.event_starting","Die [#!]Allianz-Quest[#] startet in {0}!"
"alliance.event.hexmap_ended","Das [#!]Monsterinsel-Event[#] ist vorbei."
"alliance.event.hexmap_ending","Das [#!]Monsterinsel-Event[#] endet in 24 Stunden!"
"alliance.event.hexmap_started","Das [#!]Monsterinsel-Event[#] hat begonnen!"
"alliance.event.hexmap_starting","Das [#!]Monsterinsel-Event[#] startet in 24 Stunden!"
"alliance.event.inactive_leader_election","Wegen Inaktivität des Anführers wurde {0} als der neue Anführer gewählt."
"alliance.event.inactive_leader_final","Dein Allianzanführer war eine Weile inaktiv. Ein neuer Anführer wird in {0} automatisch aus den wählbaren Allianzmitgliedern gewählt. Dies ist die letzte Benachrichtigung."
"alliance.event.inactive_leader_first","Dein Allianzanführer war eine Weile inaktiv. Ein neuer Anführer wird in {0} automatisch aus den wählbaren Allianzmitgliedern gewählt."
"alliance.event.inactive_leader_no_active_elders","Die Wahl eines neuen Allianzanführers wurde beendet, da keine wählbaren Allianzmitglieder verfügbar waren."
"alliance.event.inactive_leader_returned","Der Allianzanführer ist zurückgekehrt. Ein neuer Anführer wird nicht gewählt, wenn der Allianzanführer aktiv ist."
"alliance.event.join","[#!]{0}[#] ist der Allianz beigetreten."
"alliance.event.kick","[#!]{0}[#] hat [#!]{1}[#] aus der Allianz geworfen."
"alliance.event.leave","[#!]{0}[#] hat die Allianz verlassen."
"alliance.event.level_up","[#!]{0}[#] hat Level [#!]{1}[#] erreicht!"
"alliance.event.promote","[#!]{1}[#] wurde von [#!]{0}[#] befördert."
"alliance.event.titan_created","Ein neuer Titan ist erschienen!"
"alliance.event.titan_escaped","Der Titan ist entkommen."
"alliance.event.titan_killed","Der Titan wurde besiegt!"
"alliance.event.top_attackers","Beste Titan-Angreifer: {0}
Harpunen benutzt: [#!]{1}[#]"
"alliance.event.top_attackers_no_harpoons","Beste Titan-Angreifer: {0}"
"alliance.event.top_hexmap_players","Beste Monsterinsel-Spieler: {0}"
"alliance.event.top_war_attackers","Beste Angreifer im Krieg: {0}"
"alliance.event.update_description","[#!]{0}[#] hat die Allianzbeschreibung geändert."
"alliance.event.update_featured_message_enabled_false","[#!]{0}[#] hat vorgestellten Nachrichten für die Allianz deaktiviert."
"alliance.event.update_featured_message_enabled_true","[#!]{0}[#] hat eine neue vorgestellte Nachricht für die Allianz aktiviert."
"alliance.event.update_language","[#!]{0}[#] hat die Allianzsprache geändert."
"alliance.event.update_name","[#!]{0}[#] hat den Allianznamen geändert."
"alliance.event.update_required_trophies","[#!]{0}[#] hat die Allianzanforderungen für Trophäen auf [#!]{1}[#] geändert."
"alliance.event.update_symbol","[#!]{0}[#] hat das Allianzsymbol geändert."
"alliance.event.update_type.inviteonly","[#!]{0}[#] hat den Allianztyp auf [#!]Nur auf Einladung[#] geändert."
"alliance.event.update_type.open","[#!]{0}[#] hat den Allianztyp auf [#!]Offen[#] geändert."
"alliance.event.war_created","Der [#!]Allianzkrieg[#] beginnt in {0}. Stelle deine Verteidigung auf!"
