"KEY","TEXT"
"alliance.chat.joinrequest.rejected","[#ff0000]Reddetti[#]: [#!]{0}[#]"
"alliance.choose_banner","İttifak Sancağı"
"alliance.choose_description","Açıklama"
"alliance.choose_flag","Desen"
"alliance.choose_name","İttifak adı"
"alliance.choose_symbol","Sembol"
"alliance.choose_trophies","Gerekli kupalar"
"alliance.choose_type","Tür"
"alliance.demote","Rütbesini indir"
"alliance.error.alliance_not_found","Bu İttifak mevcut değil."
"alliance.error.already_in_alliance_other","Bu oyuncu zaten bir İttifaka katıldı."
"alliance.error.already_requested","Bu İttifaka zaten katılım talebinde bulundun."
"alliance.error.banned","Bu İttifaka katılım talebin zaten reddedildi."
"alliance.error.block_edit_name","İttifak adı ve açıklaması geçici olarak devre dışı."
"alliance.error.cant_attack_titan.message","Bir Titana saldırabilmek için Titan belirmeden önce İttifak üyesi olmalısın.

Bu İttifak için beliren bir sonraki Titana saldırabilirsin."
"alliance.error.cant_attack_titan.rare.message","Nadir Titanlara saldırabilmek için İttifakta en az {0} gün olman gerekiyor."
"alliance.error.cant_attack_titan.title","Saldırıya izin verilmiyor"
"alliance.error.full","İttifak dolu."
"alliance.error.hexmap.already_finished","Etkinlik sona erdi."
"alliance.error.hexmap.attacker_in_battle","Saldırgan zaten savaşta."
"alliance.error.hexmap.chest.already_claimed","Sandık zaten alındı."
"alliance.error.hexmap.chest.not_enough_keys","Sandığı açmak için yeterince anahtarın yok."
"alliance.error.hexmap.chest.unknown","Sandık bulunamadı."
"alliance.error.hexmap.invalid_path","Geçersiz yol seçildi."
"alliance.error.hexmap.invalid_team","Takımındaki tüm Kahramanlar yenilgiye uğradı."
"alliance.error.hexmap.no_energy_left","Yeterince enerjin yok."
"alliance.error.hexmap.player.unknown","Oyuncu bulunamadı."
"alliance.error.hexmap.target.dead","Düşman zaten yenildi."
"alliance.error.hexmap.target.unknown","Bilinmeyen düşman seçildi."
"alliance.error.invite_only","İttifak sadece davetle mümkün. Lütfen tekrar dene."
"alliance.error.name.taken","Girdiğin ad zaten kullanımda."
"alliance.error.name.too_short","İttifak adı en az {0} karakter içermelidir."
"alliance.error.not_enough_trophies","Bu İttifaka katılmak için yeterince ödülün yok."
"alliance.error.player_not_found","Bu oyuncu mevcut değil."
"alliance.error.text_validation","İttifak adı ya da açıklaması onaylanmadı."
"alliance.error.unknown","Bu İttifak mevcut değil."
"alliance.error.war.already_finished","Savaş zaten sona erdi."
"alliance.error.war.attacker_in_battle","Saldırılamıyor. Lütfen daha sonra tekrar dene."
"alliance.error.war.defense.war_started","Savunma takımı güncellenemiyor. Savaş zaten başladı!"
"alliance.error.war.invalid_assist_dragon_count","Saldırılamıyor. Lütfen daha sonra tekrar dene."
"alliance.error.war.invalid_team","Seçtiğin Saldırı Takımı geçersiz."
"alliance.error.war.no_attacks_left","Savaş Enerjisi tükendi!"
"alliance.error.war.target.dead","Hedef zaten yenildi."
"alliance.error.war.target.not_found","Geçerli hedef bulunamadı."
"alliance.error.war.target.reserved","Hedef zaten tutulmuş."
"alliance.error.war.target.under_attack","Hedef zaten saldırı altında."
"alliance.error.war.target.unknown","Bilinmeyen hedef. Lütfen daha sonra tekrar dene."
"alliance.error.war_battle_conflict","Beklenmeyen bir hata oluştu. Bu sorunu araştıracağız ve en kısa sürede düzelteceğiz."
"alliance.event.alliance_gift.alliance_christmas_gift_offer","[#!]{0}[#], Kış hediyeleri gönderdi! Herkes posta kutusuna baksın!"
"alliance.event.alliance_gift.alliance_christmas_webstore_gift","[#!]{0}[#], Kış hediyeleri gönderdi! Herkes posta kutusuna baksın!"
"alliance.event.alliance_gift.alliance_valentines_webstore_gift","[#!]{0}[#] Sevgililer Gününü kutluyor! Herkes posta kutusuna baksın!"
"alliance.event.alliance_gift.alliancegiftoffer_gift","[#!]{0}[#], mücevher kargoları gönderdi! Herkes posta kutusuna baksın!"
"alliance.event.alliance_gift.battle_item_alliancemember_gift","[#!]{0}[#], Savaş Nesneleri gönderdi! Herkes posta kutusuna baksın!"
"alliance.event.alliance_gift.com.smallgiantgames.empires.6th_birthday_gift_zynga","[#!]{0}[#] herkesi selamlıyor! Herkes posta kutusuna baksın!"
"alliance.event.alliance_gift.default","[#!]{0}[#] herkesi selamlıyor! Herkes posta kutusuna baksın!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day1","[#!]{0}[#] Altın Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day2","[#!]{0}[#] Altın Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day3","[#!]{0}[#] Altın Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day4","[#!]{0}[#] Altın Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day5","[#!]{0}[#] Altın Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day6","[#!]{0}[#] Altın Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day7","[#!]{0}[#] Altın Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.alliance_gift.valentines2018_alliance_member_gift","[#!]{0}[#] Sevgililer Gününü kutluyor! Herkes posta kutusuna baksın!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_1","[#!]{0}[#] İttifak Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_2","[#!]{0}[#] İttifak Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_3","[#!]{0}[#] İttifak Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_4","[#!]{0}[#] İttifak Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_5","[#!]{0}[#] İttifak Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_6","[#!]{0}[#] İttifak Haftanı kutluyor! Herkes gelen kutusuna baksın!"
"alliance.event.demote","[#!]{1}[#] kişisinin [#!]{0}[#] tarafından rütbesi düşürüldü."
"alliance.event.event_ended","[#!]İttifak Görevi[#] sona erdi."
"alliance.event.event_ending","[#!]İttifak Görevi[#], {0} sonra sona eriyor!"
"alliance.event.event_started","[#!]İttifak Görevi[#] başladı!"
"alliance.event.event_starting","[#!]İttifak Görevinin[#] başlamasına {0} kaldı!"
"alliance.event.hexmap_ended","[#!]Canavar Adası Etkinliği[#] sona erdi."
"alliance.event.hexmap_ending","[#!]Canavar Adası Etkinliği[#] 24 saat sonra sona eriyor!"
"alliance.event.hexmap_started","[#!]Canavar Adası Etkinliği[#] başladı!"
"alliance.event.hexmap_starting","[#!]Canavar Adası Etkinliği[#] 24 saat sonra başlıyor!"
"alliance.event.inactive_leader_election","Mevcut Liderin aktif olmamasından dolayı {0}, yeni Lider olarak seçildi."
"alliance.event.inactive_leader_final","İttifak Liderin bir süredir aktif değildi. Nitelikli İttifak üyeleri tarafından {0} içinde otomatik olarak yeni bir Lider seçilecek. Bu, alacağın son bildirim."
"alliance.event.inactive_leader_first","İttifak Liderin bir süredir aktif değildi. Nitelikli İttifak üyeleri tarafından {0} içinde otomatik olarak yeni bir Lider seçilecek."
"alliance.event.inactive_leader_no_active_elders","Nitelikli İttifak üyelerinin hiçbiri uygun olmadığı için yeni İttifak Lideri seçme süreci durduruldu."
"alliance.event.inactive_leader_returned","İttifak Lideri geri döndü. İttifak Lideri aktifse yeni bir lider seçilmez."
"alliance.event.join","[#!]{0}[#], İttifaka katıldı."
"alliance.event.kick","[#!]{0}[#], [#!]{1}[#] üyesini İttifaktan attı."
"alliance.event.leave","[#!]{0}[#] İttifaktan ayrıldı."
"alliance.event.level_up","[#!]{0}[#], [#!]{1}[#]. seviyeye ulaştı!"
"alliance.event.promote","[#!]{1}[#], [#!]{0}[#] tarafından terfi edildi."
"alliance.event.titan_created","Yeni bir Titan belirdi!"
"alliance.event.titan_escaped","Titan kaçtı!"
"alliance.event.titan_killed","Titan yenildi!"
"alliance.event.top_attackers","En İyi Titan Saldırıcıları: {0}
Kullanılan Zıpkınlar: [#!]{1}[#]"
"alliance.event.top_attackers_no_harpoons","En İyi Titan Saldıranları: {0}"
"alliance.event.top_hexmap_players","En İyi Canavar Adası Oyuncuları: {0}"
"alliance.event.top_war_attackers","En İyi Savaş Saldıranları: {0}"
"alliance.event.update_description","[#!]{0}[#], İttifak açıklamasını değiştirdi."
"alliance.event.update_featured_message_enabled_false","[#!]{0}[#], öne çıkan İttifak mesajını kaldırdı."
"alliance.event.update_featured_message_enabled_true","[#!]{0}[#], İttifak için yeni bir öne çıkan mesaj oluşturdu."
"alliance.event.update_language","[#!]{0}[#], İttifak dilini değiştirdi."
"alliance.event.update_name","[#!]{0}[#], İttifak adını değiştirdi."
"alliance.event.update_required_trophies","[#!]{0}[#], İttifak gereksinimlerini [#!]{1}[#] olarak değiştirdi."
"alliance.event.update_symbol","[#!]{0}[#], İttifak sancağını değiştirdi."
"alliance.event.update_type.inviteonly","[#!]{0}[#], İttifak türünü [#!]Sadece davetle[#] olarak değiştirdi."
"alliance.event.update_type.open","[#!]{0}[#], İttifak türünü [#!]Açık[#] olarak değişitrdi."
"alliance.event.war_created","[#!]İttifak Savaşları[#] {0} sonra başlıyor. Savunmanı hazırla!"
"alliance.event.wars_enabled_false","[#!]{0}[#], İttifak için [#!]İttifak Savaşlarını[#] devre dışı bıraktı."
"alliance.event.wars_enabled_true","[#!]{0}[#], İttifak için [#!]İttifak Savaşlarını[#] etkinleştirdi."
"alliance.exmember","[Eski üye]"
"alliance.hexmap.keys","Anahtarlar"
"alliance.hexmap.more_in","Daha fazla gelmesine: {0}"
"alliance.hexmap.remaining_health","Kalan sağlık:"
"alliance.hexmap.status.finished","Etkinlik Sona Erdi!"
"alliance.hexmap.team","Canavar Adası Takımı"
"alliance.indicator.create","İşleniyor..."
"alliance.indicator.refresh","Yenileniyor..."
"alliance.info.allianceeventineligibleincoming","İttifak Görevlerine katılmak için bir İttifakta yer almalısın."
"alliance.info.allianceeventineligiblestarted","İttifak Görevlerine [#!]katılmak için bir İttifakta yer almalısın[#]. Çoktan başladığı için bu İttifak Görevine katılamayacaksın.

Şimdi bir İttifaka katılırsan ilerideki İttifak Görevlerine katılabileceksin."
"alliance.info.comingsoon","Çok yakında!"
"alliance.info.confirmdemote.elder","[#!]{0}[#] üyesinin rütbesini [#!]İhtiyar[#] rütbesine indir?"
"alliance.info.confirmdemote.member","[#!]{0}[#] üyesinin rütbesini [#!]Üye[#] rütbesine indir?"
"alliance.info.confirmkick","[#!]{0}[#] üyesini atmak istediğine emin misin?"
"alliance.info.confirmleave","[#!]{0}[#] ittifakından çıkmak istediğine emin misin?"
