"KEY","TEXT"
"account_deletion.dialog.start_process.message","Når du sender inn forespørselen din om sletting, vil spillkontoen din og muligheten din til å spille [#!]umiddelbart suspenderes[#]. Når forespørselen din om sletting er fullført, [#!]har vi ingen mulighet til å reversere dette[#]. 

[#!]All fremdriften din i spillet går tapt[#], inkludert eventuell virtuell valuta eller gjenstander du har tjent eller kjøpt. Vi kan ikke lenger hjelpe deg med tilbakebetalinger eller andre ventende støtteforespørsler relatert til dette spillet.

Hvis du ønsker å blokkere betalinger på den eksisterende kontoen din, eller hvis du vil suspendere spilling på kontoen din, i stedet for å slette den, kontakter du spillerstøtten.

Merk deg at det å slette denne spillkontoen ikke kansellerer aktive abonnementer. [#!]Abonnementer må kanselleres via tilbyderen av abonnementene[#] (Apple, Google osv.).

Sletting av kontoen din forhindrer deg ikke i å opprette en ny konto og starte på nytt i spillet."
"account_deletion.dialog.start_process.title","Før du sletter denne kontoen, bør du tenke over det følgende"
"account_deletion.reason_option.bugs_issues","For mange feil/problemer"
"account_deletion.reason_option.disagree_with_policy","Uenig i betingelsene / retningslinjene for personvern"
"account_deletion.reason_option.harassment_abuse","Bekymringer om trakassering/misbruk"
"account_deletion.reason_option.no_longer_play","Spiller ikke lenger spillet"
"account_deletion.reason_option.other","Annet"
"account_deletion.reason_option.restart_game","Jeg vil starte spillet på nytt"
"account_deletion.reason_option.select_reason","[Velg årsak]"
"account_deletion.region_dropdown.other","Annet (ikke oppført)"
"account_deletion.region_dropdown.select_region","[Velg region]"
"account_deletion.terms_checkbox","Jeg vil slette denne spillkontoen. Jeg forstår at jeg mister all fremdrift i spillet samt virtuelle gjenstander samlet i spillet, og at så fort forespørselen min om sletting er fullført, kan ikke dette angres."
"accountswitch.cloud","Sky"
"accountswitch.current","Nåværende"
"accountswitch.keep","Behold"
"accountswitch.message","Du kan velge å enten fortsette eller avbryte dersom du ønsker å bestemme deg senere."
"accountswitch.replace_cloud","Behold kun dette"
"accountswitch.replace_cloud.info","Dersom du er sikker på at du ønsker å erstatte skykontoen med den gjeldende kontoen, bekreft koblingen."
"accountswitch.replace_cloud.title","Erstatt skykonto"
"accountswitch.replace_current.info","Dersom du er sikker på at du ønsker å erstatte den gjeldende kontoen med skykontoen, bekreft koblingen."
"accountswitch.replace_current.title","Erstatt gjeldende konto"
"accountswitch.stronghold","Festningsnivå"
"accountswitch.switch","Last inn"
"accountswitch.title","Velg konto"
"accountswitch.trophies","Troféer"
"accountswitch.xp","XP-nivå"
"ads.disabled.popup.description","Annonser er ikke tilgjengelig i denne versjonen. Du mottar fortsatt belønninger."
"ads.disabled.popup.title","Ingen annonser tilgjengelig"
"advanced_buildings.title#1","Ny avansert bygning låst opp"
"advanced_buildings.title#2","Nye avanserte bygninger låst opp"
"advanced_buildings.title#3","Nye avanserte bygninger låst opp"
"aetherpower.statuseffect.minor.aetherpowerattackmodifier.single.allies","Ved starten av hver kamp vil denne helten få {ATTACK} % angrep i {TURNS} runder."
"aetherpower.statuseffect.minor.aetherpowerberserk.single.allies","Ved starten av hver kamp vil denne helten få {ATTACK} % angrep, og en ytterligere økning på {CHANGE} % hver gang helten treffes, i {TURNS} runder, opptil {MAXMODIFIER} % angrep.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowerberserkdefense.single.allies","Ved starten av hver kamp vil denne helten få {DEFENSE} % forsvar, og en ytterligere økning på {CHANGE} % hver gang helten treffes, i {TURNS} runder, opptil {MAXMODIFIER} % forsvar.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowerdebuffdamagemodifier.single.allies","Ved starten av hver kamp vil denne helten få {MULTIPLIER} % reduksjon av skade tatt fra statuslidelser i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowerdefensemodifier.single.allies","Ved starten av hver kamp vil denne helten få {DEFENSE} % forsvar i {TURNS} runder."
"aetherpower.statuseffect.minor.aetherpowerdispel.single.allies.minordebuff","Ved starten av hver kamp vil denne heltens statuslidelser renses ved starten av hver runde i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowerfixedhealthrecovery.healthboost.single.allies","Ved starten av hver kamp vil denne helten få {TOTAL} økt helse over {TURNS} runder. Økt helse kan overskride maksimal helse.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowerfixedhealthrecovery.single.allies","Ved starten av hver kamp vil denne helten få {TOTAL} helse over {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowerfixedmanarecovery.small.single.allies","Ved starten av hver kamp vil denne helten motta en liten mengde mana over {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowergamble.single.allies","Ved starten av hver kamp vil denne helten få {ATTACK} % angrep med {ACCURACY} % treffsikkerhet i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowerhealmultiplier.single.allies","Ved starten av hver kamp vil denne helten få {HEALING} % økning av all helbredelse mottatt i {TURNS} runder."
"aetherpower.statuseffect.minor.aetherpowerlifesteal.single.allies","Ved starten av hver kamp vil denne helten helbrede {LIFESTEAL} % av påført normal skade i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowermanagenerationmodifier.single.allies","Ved starten av hver kamp vil denne helten få {MANAREGEN} % mana-generering i {TURNS} runder."
"aetherpower.statuseffect.minor.aetherpowermummyreincarnation.single.allies","Hvis denne helten beseires i løpet av de 5 første rundene i en kamp, vil helten gjenopplives som en mumie med {ATTACK} % angrep og {DEFENSE} % forsvar.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowerreceiveddamagemodifier.single.allies.decrease","Ved starten av hver kamp vil all skade tatt av denne helten reduseres med [#!]{DAMAGEREDUCTION} %[#] i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowerreflectminordebuffstorandomenemy.single.allies","Ved starten av hver kamp vil denne helten reflektere rensbare statuslidelser de mottar til en tilfeldig figur på det andre laget i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowerspecialdamagepowermodifier.single.allies","Ved starten av hver kamp vil denne heltens spesialferdighet påføre ytterligere {POWER} % skade i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.aetherpowerspecialskilldefensemodifier.single.allies","Ved starten av hver kamp vil denne helten få {SPECIALSKILLDEFENSE} % forsvar mot spesialferdigheter i {TURNS} runder."
"aetherpower.statuseffect.minor.block.single.allies","Ved starten av hver kamp vil denne helten ha en {BLOCKCHANCE} % sjanse til å redusere tatt skade til 1 i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.counterattack.single.allies","Ved starten av hver kamp vil denne helten gjennomføre motangrep med {DEFLECTION} % av skaden tatt i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.debuffshield.single.allies","Ved starten av hver kamp vil denne helten være immun mot nye statuslidelser i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.dodgespecialdamage.single.allies","Ved starten av hver kamp vil denne helten ha {DODGE} % sjanse til å unnvike spesialferdigheter som påfører skade i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.reflectdebuffdamage.single.allies.targets.all","Ved starten av hver kamp vil denne helten reflektere {DEFLECTION} % av skaden tatt fra sine statuslidelser til alle fiender i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.reflectminordebuffs.single.allies.randomenemy","Ved starten av hver kamp vil denne helten reflektere rensbare statuslidelser de mottar til en tilfeldig figur på det andre laget i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.resistnewparasites.single.allies","Ved starten av hver kamp vil denne helten være immun mot nye djevler i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.revive.aetherrevive.single.allies","Hvis denne helten beseires i løpet av første {TURNS} rundene av en kamp, gjenopplives helten i begynnelsen av neste runde med {HEALTH} % helse. Alle statustilstander og stabler fjernes når helten beseires.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"aetherpower.statuseffect.minor.taunt.single.allies","Ved starten av hver kamp vil denne helten få Provoser, noe som hindrer fiender fra å bruke spesialferdigheter på heltens allierte i {TURNS} runder.

I kamper med flere bølger vil effekten fornyes ved starten av hver bølge."
"alchemy.surplusremoval.body","Alkymilaben har nå en grense på 100 transmuteringer per oppskrift. Alle transmuteringer som overskrider grensen, er fjernet fra køen. Ingrediensene som brukes i dem, er lagt ved denne meldingen."
"alchemy.surplusremoval.title","Ingredienser til alkymilaben"
"alchemylab.alchemy","Alkymi"
"alchemylab.boost","Bonus"
"alchemylab.boost.confirmation","Det å kjøpe denne boosten gir deg [#!]{0}[#] ekstra alkaskår. Vil du gjennomføre transaksjonen?"
"alchemylab.boost.get_more_alkashards#1","Motta [#!]{0}[#] ekstra [#!]alkaskår[#]!"
"alchemylab.boost.get_more_alkashards#2","Motta [#!]{0}[#] ekstra [#!]alkaskår[#]!"
"alchemylab.boost.get_more_alkashards#3","Motta [#!]{0}[#] ekstra [#!]alkaskår[#]!"
"alchemylab.boosted","Økt!"
"alchemylab.cancel.really","Du er i ferd med å [#!]permanent ødelegge[#] episke gjenstander! Du får [#!]ikke[#] tilbake noen av ressursene du brukte!

Er du helt sikker?"
"alchemylab.cancel.title","Stopp transmuteringen?"
"alchemylab.choose.text","Trykk på gjenstander for å legge til ingredienser"
"alchemylab.chosen.text","Valgte ingredienser"
"alchemylab.craft.button","Transmuter"
"alchemylab.description.transmuting","Transmuterer: {0}"
"alchemylab.description.transmuting.max","Transmuterer: {0} (maks)"
"alchemylab.extra","Ekstra!"
"alchemylab.migration.info.body","Alkymilaben har fått en oppdatering! I forbindelse med disse endringene har handlinger som pågikk, blitt automatisk fullført, mens handlinger i kø er refundert. Du ser dette i innboksen din!"
"alchemylab.migration.info.title","Oppdatering av alkymilaben"
"alchemylab.migration.refundmail.body","Alkymilaben er oppdatert! Transmuteringene du hadde i køen, er refundert.

Her er gjenstandene og ressursene du hadde i køen."
"alchemylab.migration.refundmail.title","Transmuteringer i alkymilaben refundert"
"alchemylab.migration.researchmail.body","Alkymilaben er oppdatert! Forskning som pågikk, er automatisk fullført og hentet."
"alchemylab.migration.researchmail.title","Forskning i alkymilaben fullført"
"alchemylab.migration.resultmail.body","Alkymilaben er oppdatert! Transmuteringene som pågikk, er automatisk fullført.

Her er resultatet for alle transmuteringer som ble fullført og som ikke var hentet ennå."
"alchemylab.migration.resultmail.title","Transmuteringer i alkymilaben fullført"
"alchemylab.ready","Transmutering ferdig!"
"alchemylab.researchingelsewhere","Vent på at en annen forskning fullføres, for å forske på denne oppskriften."
"alchemylab.showavailableingredients.button","Vis alle"
"alchemylab.showchoseningredients.button","Vis valgte"
"alchemylab.transmutation.cancel","Disse gjenstandene er allerede i gang med transmuteringen. Hvis du fjerner denne transmuteringen fra køen, blir alle gjenstandene og ressursene du har brukt, [#!]ødelagt for godt[#]!

Der du sikker på at du vil ødelegge disse gjenstandene og ressursene?"
"alchemylab.transmutationready.message","Transmuteringens resultater:"
"alchemylab.transmute.autofill","Autoutfylling"
"alchemylab.transmute.button","Transmuter"
"alchemylab.transmute.cauldron_full","Gryten er full!"
"alchemylab.transmute.confirmation.epic","Du er i ferd med å forbruke {0} [#!]episke forbedringsmaterialer[#] i denne transmuteringen.

Er du sikker?"
"alchemylab.transmute.odds.title","Transmuteringsrater"
"alchemylab.transmute.required_ingredients","Nødvendige ingredienser:"
"alchemylab.transmutetime","Transmuteringstid: [#!]{0}[#]"
"alkashard.dialog.cost","Alkaskår forbrukt:"
"alkashard.dialog.guide","Velg én av følgende:"
"alkashard.dialog.info.message","Du kan velge én gjenstand fra et tilfeldig utvalg av gjenstander når du kombinerer alkaskår.

Gjenstandutvalget forblir det samme til alkashardene er kombinert."
"alkashard.dialog.title","Kombiner alkaskår."
"alkashard.done.dialog.title","Kombinert fra alkaskår!"
"alliance.activetitan","Aktiv titan"
"alliance.activity","[#!]Aktivitet:[#] [%115]{0}[%]"
"alliance.activity.description","Indikerer prosentandelen av alliansemedlemmer som nylig var tilkoblet."
"alliance.activity.title","Allianseaktivitet"
"alliance.activity_entry","Aktivitet:"
"alliance.alliances","Allianser"
"alliance.chat.joinrequest","Godta forespørsel om å bli med?"
"alliance.chat.joinrequest.accept","Godta"
"alliance.chat.joinrequest.accepted","[#00ff00]Godtatt[#] av [#!]{0}[#]"
"alliance.chat.joinrequest.reject","Avslå"
"alliance.chat.joinrequest.rejected","[#ff0000]Avslått[#] av [#!]{0}[#]"
"alliance.choose_banner","Alliansebanner"
"alliance.choose_description","Beskrivelse"
"alliance.choose_flag","Mønster"
"alliance.choose_name","Alliansenavn"
"alliance.choose_symbol","Symbol"
"alliance.choose_trophies","Nødvendige troféer"
"alliance.choose_type","Type"
"alliance.demote","Degrader"
"alliance.error.alliance_not_found","Alliansen eksisterer ikke lenger."
"alliance.error.already_in_alliance_other","Spilleren har allerede blitt med i en allianse."
"alliance.error.already_requested","Du har allerede bedt om å bli med i denne alliansen."
"alliance.error.banned","Forespørselen din om å bli med i alliansen ble nylig avslått."
"alliance.error.block_edit_name","Alliansenavn og -beskrivelse midlertidig deaktivert."
"alliance.error.cant_attack_titan.message","For å kunne angripe en titan må du ha vært medlem av alliansen før titanen viste seg.

Du kan angripe den neste titanen som viser seg for denne alliansen."
"alliance.error.cant_attack_titan.rare.message","For å kunne angripe sjeldne titaner må du ha vært i en allianse i minst {0} dager."
"alliance.error.cant_attack_titan.title","Angrep er ikke tillatt."
"alliance.error.full","Alliansen er full."
"alliance.error.hexmap.already_finished","Hendelse allerede over."
"alliance.error.hexmap.attacker_in_battle","Angriper allerede i kamp."
"alliance.error.hexmap.chest.already_claimed","Kiste allerede hentet."
"alliance.error.hexmap.chest.not_enough_keys","Du har ikke nok nøkler til å åpne kisten."
"alliance.error.hexmap.chest.unknown","Fant ikke kiste."
"alliance.error.hexmap.invalid_path","Ugyldig bane valgt."
"alliance.error.hexmap.invalid_team","Alle heltene på laget ditt er beseiret."
"alliance.error.hexmap.no_energy_left","Du har ikke nok energi."
"alliance.error.hexmap.player.unknown","Spiller ikke funnet."
"alliance.error.hexmap.target.dead","Fiende allerede beseiret."
"alliance.error.hexmap.target.unknown","Ukjent fiende valgt."
"alliance.error.invite_only","Denne alliansen krever at du er invitert. Prøv igjen."
"alliance.error.name.taken","Navnet du skrev inn er allerede tatt."
"alliance.error.name.too_short","Alliansenavnet må bestå av minst {0} tegn."
"alliance.error.not_enough_trophies","Du har ikke nok trofeer til å bli med i denne alliansen."
"alliance.error.player_not_found","Spilleren eksisterer ikke lenger."
"alliance.error.text_validation","Alliansenavn eller beskrivelse ikke godkjent."
"alliance.error.unknown","Alliansen eksisterer ikke lenger."
"alliance.error.war.already_finished","Krigen er allerede ferdig."
"alliance.error.war.attacker_in_battle","Kan ikke angripe. Forsøk igjen senere."
"alliance.error.war.defense.war_started","Kan ikke oppdatere forsvarslaget. Krigen har allerede startet!"
"alliance.error.war.invalid_assist_dragon_count","Kan ikke angripe. Forsøk igjen senere."
"alliance.error.war.invalid_team","Ditt valgte angrepslag er ugyldig."
"alliance.error.war.no_attacks_left","Tom for krigsenergi!"
"alliance.error.war.target.dead","Målet er allerede beseiret."
"alliance.error.war.target.not_found","Gyldig mål ikke funnet."
"alliance.error.war.target.reserved","Målet er allerede reservert."
"alliance.error.war.target.under_attack","Målet er allerede under angrep."
"alliance.error.war.target.unknown","Ukjent mål. Forsøk igjen senere."
"alliance.error.war_battle_conflict","En uventet feil har oppstått. Vi skal undersøke problemet og rette det så snart som mulig."
"alliance.event.alliance_gift.alliance_christmas_gift_offer","Vintergaver fra [#!]{0}[#] har blitt sendt! Alle bør kontrollere innboksene sine!"
"alliance.event.alliance_gift.alliance_christmas_webstore_gift","Vintergaver fra [#!]{0}[#] har blitt sendt! Alle bør kontrollere innboksene sine!"
"alliance.event.alliance_gift.alliance_valentines_webstore_gift","Gledelig valentinsdag fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.alliancegiftoffer_gift","Juvelforsendinger [#!]{0}[#] har blitt sendt! Alle bør kontrollere innboksene sine!"
"alliance.event.alliance_gift.battle_item_alliancemember_gift","Kampgjenstander fra [#!]{0}[#] har blitt sendt! Alle bør kontrollere innboksene sine!"
"alliance.event.alliance_gift.com.smallgiantgames.empires.6th_birthday_gift_zynga","Hilsninger fra [#!]{0}[#]! Alle bør sjekke innboksene sine!"
"alliance.event.alliance_gift.default","Hilsninger fra [#!]{0}[#]! Alle bør sjekke innboksene sine!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day1","Gledelig gulluke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day2","Gledelig gulluke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day3","Gledelig gulluke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day4","Gledelig gulluke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day5","Gledelig gulluke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day6","Gledelig gulluke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.golden_week_alliancemember_gift_day7","Gledelig gulluke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.valentines2018_alliance_member_gift","Gledelig valentinsdag fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_1","Gledelig allianseuke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_2","Gledelig allianseuke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_3","Gledelig allianseuke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_4","Gledelig allianseuke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_5","Gledelig allianseuke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.alliance_gift.valentines2022_alliancemember_gift_6","Gledelig allianseuke fra [#!]{0}[#]! Alle bør sjekke innboksen sin!"
"alliance.event.demote","[#!]{1}[#] ble degradert av [#!]{0}[#]."
"alliance.event.event_ended","[#!]Allianseoppdraget[#] er avsluttet."
"alliance.event.event_ending","[#!]Allianseoppdrag[#] avsluttes om {0}!"
"alliance.event.event_started","[#!]Allianseoppdraget[#] har startet!"
"alliance.event.event_starting","[#!]Allianseoppdrag[#] starter om {0}!"
"alliance.event.hexmap_ended","[#!]Monsterøya-hendelsen[#] er over."
"alliance.event.hexmap_ending","[#!]Monsterøya-hendelsen[#] er over om 24 timer!"
"alliance.event.hexmap_started","[#!]Monsterøya-hendelsen[#] har startet!"
"alliance.event.hexmap_starting","[#!]Monsterøya-hendelsen[#] starter om 24 timer!"
"alliance.event.inactive_leader_election","På grunn av lederens inaktivitet, har {0} blitt valgt til ny leder."
"alliance.event.inactive_leader_final","Lederen av alliansen din har vært inaktiv en stund. En av de kvalifiserte alliansemedlemmene vil automatisk bli valgt til ny leder om {0}. Dette er siste varsel."
"alliance.event.inactive_leader_first","Lederen av alliansen din har vært inaktiv en stund. En av de kvalifiserte alliansemedlemmene vil automatisk bli valgt til ny leder om {0}."
"alliance.event.inactive_leader_no_active_elders","Prosessen med å velge ny allianseleder er stoppet, siden ingen kvalifiserte alliansemedlemmer var tilgjengelige."
"alliance.event.inactive_leader_returned","Allianselederen har returnert. En ny leder vil ikke velges hvis allianselederen er aktiv."
"alliance.event.join","[#!]{0}[#] har blitt med i alliansen."
"alliance.event.kick","[#!]{0}[#] har kastet [#!]{1}[#] ut av alliansen."
"alliance.event.leave","[#!]{0}[#] har forlatt alliansen."
"alliance.event.level_up","[#!]{0}[#] nådde nivå [#!]{1}[#]!"
"alliance.event.promote","[#!]{1}[#] ble forfremmet av [#!]{0}[#]."
"alliance.event.titan_created","En ny titan har dukket opp!"
"alliance.event.titan_escaped","Titanen har rømt."
"alliance.event.titan_killed","Titanen ble beseiret!"
"alliance.event.top_attackers","Beste titan-angripere: {0}
Harpuner brukt: [#!]{1}[#]"
"alliance.event.top_attackers_no_harpoons","Beste titan-angripere: {0}"
"alliance.event.top_hexmap_players","De beste Monsterøya-spillerne: {0}"
"alliance.event.top_war_attackers","Beste krigsangripere: {0}"
"alliance.event.update_description","[#!]{0}[#] endret alliansebeskrivelsen."
"alliance.event.update_featured_message_enabled_false","[#!]{0}[#] har fjernet den fremhevede alliansemeldingen."
"alliance.event.update_featured_message_enabled_true","[#!]{0}[#] har angitt en ny fremhevet alliansemelding."
"alliance.event.update_language","[#!]{0}[#] endret alliansespråket."
"alliance.event.update_name","[#!]{0}[#] endret alliansenavnet."
"alliance.event.update_required_trophies","[#!]{0}[#] endret kravet for antall alliansetrofeer til [#!]{1}[#]."
"alliance.event.update_symbol","[#!]{0}[#] endret alliansebanneret."
"alliance.event.update_type.inviteonly","[#!]{0}[#] endret alliansetypen til [#!]kun inviterte[#]."
"alliance.event.update_type.open","[#!]{0}[#] endret alliansetypen til [#!]åpen[#]."
"alliance.event.war_created","[#!]Alliansekrigen[#] starter om {0}. Klargjør forsvaret ditt!"
"alliance.event.wars_enabled_false","[#!]{0}[#] har deaktivert [#!]alliansekriger[#] for alliansen."
"alliance.event.wars_enabled_true","[#!]{0}[#] har aktivert [#!]alliansekriger[#] for alliansen."
"alliance.exmember","[Tidligere medlem]"
"alliance.hexmap.keys","Nøkler"
"alliance.hexmap.more_in","Mer om: {0}"
"alliance.hexmap.remaining_health","Gjenværende helse:"
"alliance.hexmap.status.finished","Hendelse fullført!"
"alliance.hexmap.team","Monsterøya-lag"
"alliance.indicator.create","Behandler ..."
"alliance.indicator.refresh","Oppdaterer ..."
"alliance.info.allianceeventineligibleincoming","Du må være i alliansen for å delta i allianseoppdrag."
"alliance.info.allianceeventineligiblestarted","[#!]Du må være i alliansen for å delta[#] i allianseoppdrag. Du vil ikke kunne delta i dette allianseoppdraget, siden det allerde har startet.

Hvis du blir med i en allianse nå, vil du kunne delta i fremtidige allianseoppdrag."
"alliance.info.comingsoon","Kommer snart!"
"alliance.info.confirmdemote.elder","Vil du virkelig degradere [#!]{0}[#] til [#!]seniormedlem[#]?"
"alliance.info.confirmdemote.member","Vil du virkelig degradere [#!]{0}[#] til [#!]medlem[#]?"
"alliance.info.confirmkick","Er du sikker på at du vil kaste ut [#!]{0}[#]?"
"alliance.info.confirmleave","Er du sikker på at du vil forlate [#!]{0}[#]?"
"alliance.info.confirmleaveanddisband","Er du sikker på at du vil forlate [#!]{0}[#]?
Merk at alliansen din slettes, fordi den ikke har andre medlemmer."
"alliance.info.confirmleaveduringallianceevent","Er du sikker på at du vil forlate [#!]{0}[#]?

Hvis du forlater den, vil du ikke lenger kunne delta i det pågående [#!]allianseoppdraget[#]. Du vil ikke kunne delta, og du vil heller ikke motta noen belønninger, selv om du blir med igjen."
"alliance.info.confirmleaveduringhexmap","Er du sikker på at du vil forlate [#!]{0}[#]?

Hvis du forlater den, vil du ikke lenger kunne delta i den pågående [#!]Monsterøya[#]-hendelsen. Du vil ikke kunne delta, og du vil heller ikke motta noen belønninger, selv om du blir med igjen."
"alliance.info.confirmleaveduringhexmappendingrewards","Er du sikker på at du vil forlate [#!]{0}[#]?

Hvis du forlater den, vil du ikke motta noen belønninger fra den pågående [#!]Monsterøya[#]-hendelsen selv om du blir med igjen."
"alliance.info.confirmleaveubertitan","Er du sikker på at du vil forlate [#!]{0}[#]?
Du vil ikke lenger kunne bidra til eller bli belønnet for den gjeldende [#!]mytisk titan-poengsummen[#] til denne alliansen eller andre allianser."
"alliance.info.confirmleavewar","Er du sikker på at du vil forlate [#!]{0}[#]?

Krigsforberedelsene har startet! Hvis du vil delta i denne krigen, må du sørge for at du er tilbake i alliansen i tide! Merk deg at du må være tilbake i god tid før kampene starter.

Gjenværende tid: [#!]{1}[#]"
"alliance.info.confirmleavewarafterstarted","Er du sikker på at du vil forlate [#!]{0}[#]?"
"alliance.info.confirmleavewarnoreturn","Er du sikker på at du vil forlate [#!]{0}[#]?

Krigene starter snart! Hvis du forlater den nå, vil du ikke kunne delta i denne krigen."
"alliance.info.confirmpromote.coleader","Vil du virkelig forfremme [#!]{0}[#] til [#!]medleder[#]?"
"alliance.info.confirmpromote.elder","Vil du virkelig forfremme [#!]{0}[#] til [#!]seniormedlem[#]?"
"alliance.info.confirmpromote.leader","Vil du virkelig forfremme [#!]{0}[#] til [#!]leder[#]?

Advarsel: Du blir degradert til [#!]medleder[#]."
"alliance.info.created","Gratulerer! Du har opprettet en ny allianse."
